candidate_id,block_id,y,h,p_star,post_P0_flag,sample_count,sample_count_over_h,offsets_sorted,offsets_full_length,sample_offsets_min,sample_offsets_max,left_endpoint_sampled_flag,right_endpoint_sampled_flag,offset_gap_pattern,sample_offset_gaps_max,sample_offset_gaps_mean,sample_offset_gaps_median,simple_geometric_h_match_flag,simple_geometric_h_symmetric_difference_count,simple_geometric_h_missing_offsets,simple_geometric_h_extra_offsets,grid_origin_rule,grid_depends_on_Lambda_by_code_flag,grid_depends_on_candidate_h_flag,grid_depends_on_parent_sr11_y_path_flag,grid_endpoint_complete_flag,lambda_event_count,samples_on_event_count,event_to_sample_alignment_score,nearest_sample_distance_to_event_mean,nearest_sample_distance_to_event_max,K_prime_sampled,optional_K_prime_full,optional_full_to_sampled_energy_ratio,Q_R2Q,E_theta_sign,threshold_relevant_flag,forbidden_flag,finite_zone_flag,row_status
hexc_00193,194,33877658,605,33878389,False,35,0.05785123966942149,"0,1,2,3,4,5,7,8,10,12,14,16,17,20,25,30,32,36,43,52,63,64,76,92,111,128,134,162,195,236,285,344,415,501,605",107,0,605,True,True,"1,1,1,1,1,2,1,2,2,2,2,1,3,5,5,2,4,7,9,11,1,12,16,19,17,6,28,33,41,49,59,71,86,104",104,17.794117647058822,5.0,False,43,"6,9,11,13,19,22,27,39,47,56,67,81,97,117,140,168,202,242,291,349,420,504","12,14,17,20,25,30,36,43,52,63,76,92,111,134,162,195,236,285,344,415,501",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,35,1,0.5715529911273203,13.228571428571428,44.0,14.204274643579458,286.54202581925347,20.172943216693906,0.0805833243274027,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00198,199,39635564,218,39635819,False,35,0.16055045871559634,"0,1,2,3,4,5,6,7,8,9,10,11,13,15,16,17,20,24,28,32,33,38,45,52,61,64,72,84,99,116,128,135,159,186,218",100,0,218,True,True,"1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,4,4,4,1,5,7,7,9,3,8,12,15,17,12,7,24,27,32",32,6.411764705882353,3.0,False,36,"12,14,19,22,25,30,34,40,47,55,74,87,101,118,137,160,187","11,13,15,17,20,24,28,33,38,45,52,61,72,84,99,116,135,159,186",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,14,3,0.8042387060791968,3.857142857142857,9.0,51.8915269739468,267.83891088679525,5.161515309065182,0.0588053295328899,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00208,209,40865652,274,40866037,False,34,0.12408759124087591,"0,1,2,3,4,5,6,8,9,10,11,13,15,16,18,21,25,30,32,36,42,50,59,64,70,83,99,117,128,139,164,195,231,274",99,0,274,True,True,"1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,4,5,2,4,6,8,9,5,6,13,16,18,11,11,25,31,36,43",43,8.303030303030303,4.0,False,28,"7,29,34,40,47,55,65,76,89,105,123,144,169,199,233","30,36,42,50,59,70,83,99,117,139,164,195,231",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,17,2,0.7893277893277894,4.470588235294118,14.0,26.99593525438266,266.61144639662984,9.875984806021744,0.0613874169888523,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00237,238,109610360,522,109610987,False,35,0.06704980842911877,"0,1,2,3,4,5,6,8,9,10,11,13,16,19,23,27,32,33,40,48,57,64,69,83,100,120,128,144,173,208,250,300,361,434,522",106,0,522,True,True,"1,1,1,1,1,1,2,1,1,1,2,3,3,4,4,5,1,7,8,9,7,5,14,17,20,8,16,29,35,42,50,61,73,88",88,15.352941176470589,5.0,False,42,"7,12,15,17,21,25,30,36,43,51,61,73,87,104,125,149,179,214,255,305,365,437","11,13,19,23,27,33,40,48,57,69,83,100,120,144,173,208,250,300,361,434",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,24,3,0.6649874055415617,11.083333333333334,39.0,17.144653992396552,673.1512384833128,39.26304017461346,0.0613897943072523,negative,False,False,True,primitive_full_verified
hexc_00240,241,40846297,128,40846543,False,30,0.234375,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,20,23,27,32,37,44,51,60,64,70,82,96,112,128",81,0,128,True,True,"1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,4,5,5,7,7,9,4,6,12,14,16,16",16,4.413793103448276,2.0,False,22,"18,21,24,28,42,49,56,74,84,97,111","17,20,23,27,44,51,60,70,82,96,112",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,11,3,0.8571428571428571,2.0,8.0,19.321869996508457,83.67348205738162,4.330506419539194,0.0576405602980837,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00245,246,12808371,16,12808469,False,15,0.9375,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,16",34,0,16,True,True,"1,1,1,1,1,1,1,1,1,1,1,1,2,2",2,1.1428571428571428,1.0,False,2,"13,15",,routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,4,4,1.0,0.0,0.0,31.386703685806403,41.84893907294018,1.3333333596246677,0.0624388750646292,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00251,252,39639838,294,39640253,False,34,0.11564625850340136,"0,1,2,3,4,5,6,7,8,9,10,11,13,16,19,22,26,31,32,37,44,53,62,64,74,88,105,124,128,148,175,208,248,294",99,0,294,True,True,"1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,5,1,5,7,9,9,2,10,14,17,19,4,20,27,33,40,46",46,8.909090909090908,3.0,False,28,"30,36,42,49,58,68,80,94,111,131,154,181,212,250","9,31,37,44,53,62,74,88,105,124,148,175,208,248",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,19,2,0.7843533487297922,4.368421052631579,12.0,35.02447344321841,464.0285798808693,13.248695391042816,0.0623250464295579,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00271,272,39650618,347,39651113,False,34,0.09798270893371758,"0,1,2,3,4,5,6,7,8,10,12,14,16,17,20,24,29,32,35,41,49,59,64,70,84,100,120,128,143,171,204,244,291,347",101,0,347,True,True,"1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,5,3,3,6,8,10,5,6,14,16,20,8,15,28,33,40,47,56",56,10.515151515151516,4.0,False,30,"9,28,33,40,47,55,65,77,91,108,127,150,178,210,248,294","29,35,41,49,59,70,84,100,120,143,171,204,244,291",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,23,3,0.6777680906713165,7.304347826086956,19.0,27.063672420102737,313.31165811401166,11.576834557060542,0.0666565964958798,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00275,276,108561847,313,108562291,False,33,0.10543130990415335,"0,1,2,3,4,5,6,7,8,10,11,14,16,19,23,27,32,33,39,46,55,64,65,78,93,110,128,131,156,186,221,263,313",97,0,313,True,True,"1,1,1,1,1,1,1,1,2,1,3,2,3,4,4,5,1,6,7,9,9,1,13,15,17,18,3,25,30,35,42,50",50,9.78125,3.5,False,29,"12,31,37,44,51,61,71,84,99,117,138,162,191,225,266","11,33,39,46,55,65,78,93,110,131,156,186,221,263",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,16,2,0.6705202312138728,9.5,23.0,56.08396418864808,1011.2379544616176,18.03078596691461,0.0551202378966553,negative,False,False,True,primitive_full_verified
hexc_00304,305,30386676,13,30386821,False,12,0.9230769230769231,"0,1,2,3,4,5,6,7,8,10,11,13",26,0,13,True,True,"1,1,1,1,1,1,1,1,2,1,2",2,1.1818181818181819,1.0,False,2,"9,12",,routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,4,4,1.0,0.0,0.0,73.9100313047598,98.36655018928596,1.3308957992952597,0.0656901337841472,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00320,321,109470995,14,109471171,False,14,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",31,0,14,True,True,"1,1,1,1,1,1,1,1,1,1,1,1,2",2,1.0769230769230769,1.0,False,1,13,,routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,4,4,1.0,0.0,0.0,36.46418346454122,48.95191769485135,1.3424657580075403,0.0605347509168848,positive,False,False,True,sign_inconsistent_positive_harmless
hexc_00359,360,33487676,504,33488281,False,35,0.06944444444444445,"0,1,2,3,4,5,6,7,8,9,10,11,13,16,19,22,27,32,39,47,56,64,67,81,97,117,128,140,168,202,242,291,349,420,504",104,0,504,True,True,"1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,5,5,7,8,9,8,3,14,16,20,11,12,28,34,40,49,58,71,84",84,14.823529411764707,5.0,False,41,"12,14,17,21,25,29,35,42,50,60,71,85,102,122,145,173,207,248,296,353,422","9,11,13,19,22,27,39,47,56,67,81,97,117,140,168,202,242,291,349,420",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,29,2,0.6091278416457775,11.137931034482758,41.0,13.19336038699594,231.0545379522588,17.51294068946969,0.0702213435707402,negative,False,False,True,primitive_full_verified
hexc_00462,463,604207847,503,604208581,True,34,0.06759443339960239,"0,1,2,3,4,5,7,8,10,12,14,16,17,20,25,30,32,36,43,52,63,64,76,92,111,128,135,162,196,237,286,345,417,503",103,0,503,True,True,"1,1,1,1,1,2,1,2,2,2,2,1,3,5,5,2,4,7,9,11,1,12,16,19,17,7,27,34,41,49,59,72,86",86,15.242424242424242,5.0,False,34,"6,21,29,35,42,50,60,71,85,102,121,145,173,207,247,295,353,421","20,30,36,43,52,63,76,92,111,135,162,196,237,286,345,417",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,24,1,0.6357265051597595,11.958333333333334,35.0,33.76873213100213,1037.6846525088915,30.729156442217214,0.0555703834394379,negative,False,False,False,primitive_full_verified
hexc_00508,509,187493471,409,187493959,False,35,0.08557457212713937,"0,1,2,3,4,5,6,7,8,10,12,14,16,17,20,24,29,32,34,41,49,58,64,70,83,99,119,128,141,169,202,241,287,343,409",104,0,409,True,True,"1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,5,3,2,7,8,9,6,6,13,16,20,9,13,28,33,39,46,56,66",66,12.029411764705882,4.5,False,41,"9,11,13,19,22,26,31,37,44,52,62,73,87,103,123,146,173,206,244,290,344","12,14,17,20,24,29,34,41,49,58,70,83,99,119,141,169,202,241,287,343",routeA_sr11_available_subgrid_plus_endpoints,False,True,True,True,21,3,0.7258641239570918,7.666666666666667,31.0,18.234602234530666,234.55007734955615,12.862911640890706,0.0527000394631234,negative,False,False,True,primitive_full_verified
