statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,symbolic_or_conditional_or_certificate,v5_compatible,needs_repair
S0011,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,19,continuous candidate-selection claim,"\text{every possible post-}P_0\text{ continuous first-exit configuration is generated as, or bracketed by, an audited FullFCL/theta candidate.}",certificate,certificate,True,False
S0012,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,23,warning about sparse windows,This is not the same as proving that the sparse candidate windows tile all coordinates.,unspecified,unspecified,True,False
S0013,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,25,candidate generator rule,The candidate windows may be sparse. That is acceptable if every possible first-exit configuration must occur only in the generated candidate set or inside a bracketed candidate interval.,conditional,conditional,True,False
S0014,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,25,first-exit necessary condition,The candidate windows may be sparse. That is acceptable if every possible first-exit configuration must occur only in the generated candidate set or inside a bracketed candidate interval.,conditional,conditional,True,False
S0015,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,27,warning about sparse windows,"So the remaining proof is a **candidate-completeness theorem**, not a literal coordinate-tiling theorem.",symbolic,symbolic,True,False
S0016,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,36,certificate-backed candidate coverage statement,\texttt{classification}=\texttt{theta\_window\_certificate\_conditional}.,conditional,conditional,True,False
S0017,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,46,certificate-backed candidate coverage statement,"142/142\text{ covered},",certificate,certificate,True,False
S0018,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,53,upper jump generation statement,Upper candidates:,unspecified,unspecified,True,False
S0019,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,61,lower drift bracketing statement,Lower candidates:,unspecified,unspecified,True,False
S0020,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,75,warning about sampled grid,No full-grid H-Exc upgrade was used.,unspecified,unspecified,False,True
S0021,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,83,first-exit necessary condition,"\text{sparse coordinate gaps exist, so we must prove no ungenerated first-exit configuration can live in those gaps.}",symbolic,symbolic,True,False
S0022,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,83,gap safety statement,"\text{sparse coordinate gaps exist, so we must prove no ungenerated first-exit configuration can live in those gaps.}",symbolic,symbolic,True,False
S0023,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,83,warning about sparse windows,"\text{sparse coordinate gaps exist, so we must prove no ungenerated first-exit configuration can live in those gaps.}",symbolic,symbolic,True,False
S0024,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,91,first-exit necessary condition,### Theorem ContinuousFirstExit CandidateCompleteness,symbolic,symbolic,True,False
S0025,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,119,FullFCL completeness claim,"then \(X_0\) is generated as, or bracketed by, an audited FullFCL/theta candidate.",certificate,certificate,True,False
S0026,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,125,first-exit necessary condition,X_0\in\mathrm{FirstExit}_{post-P_0},unspecified,unspecified,True,False
S0027,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,127,FullFCL completeness claim,X_0\in\mathrm{Gen}(\mathcal C_{\rm FullFCL/theta}),unspecified,unspecified,True,False
S0028,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,129,FullFCL completeness claim,X_0\in\mathrm{Bracket}(\mathcal C_{\rm FullFCL/theta}).,unspecified,unspecified,True,False
S0029,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,150,first-exit necessary condition,\text{coordinate gaps are first-exit impossible},unspecified,unspecified,True,False
S0030,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,150,gap safety statement,\text{coordinate gaps are first-exit impossible},unspecified,unspecified,True,False
S0031,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,150,warning about sparse windows,\text{coordinate gaps are first-exit impossible},unspecified,unspecified,True,False
S0032,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,156,candidate generator rule,\text{any first exit inside a gap would force one of the generated candidate conditions}.,unspecified,unspecified,True,False
S0033,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,156,first-exit necessary condition,\text{any first exit inside a gap would force one of the generated candidate conditions}.,unspecified,unspecified,True,False
S0034,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,159,first-exit necessary condition,"This is a selection theorem about first exits, not a tiling theorem about every coordinate.",symbolic,symbolic,True,False
S0035,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,159,warning about sparse windows,"This is a selection theorem about first exits, not a tiling theorem about every coordinate.",symbolic,symbolic,True,False
S0036,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,163,first-exit necessary condition,## 5. Correct Object: Normalized First Exit,unspecified,unspecified,True,False
S0037,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,177,first-exit necessary condition,A first exit is the first point \(X_0\) such that:,unspecified,unspecified,True,False
S0038,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,217,upper jump generation statement,- upper exits are jump-driven;,unspecified,unspecified,True,False
S0039,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,218,lower drift bracketing statement,- lower exits are drift-driven or bracketed by drift intervals.,unspecified,unspecified,True,False
S0040,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,224,first-exit necessary condition,## 7. Upper First-Exit Completeness,unspecified,unspecified,True,False
S0041,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,228,first-exit necessary condition,Every upper first exit occurs at a jump event.,unspecified,unspecified,True,False
S0042,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,228,upper jump generation statement,Every upper first exit occurs at a jump event.,unspecified,unspecified,True,False
S0043,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,232,upper jump generation statement,"Between jumps, \(G(x)\) decreases, and the envelope \(\mathcal E(x)\) increases slowly. Therefore the normalized upper ratio should not increase between jumps.",unspecified,unspecified,True,False
S0044,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,244,first-exit necessary condition,Every jump point capable of an upper first exit after \(P_0\) must be represented by an audited upper candidate.,certificate,certificate,True,False
S0045,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,244,upper jump generation statement,Every jump point capable of an upper first exit after \(P_0\) must be represented by an audited upper candidate.,certificate,certificate,True,False
S0046,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,252,upper jump generation statement,upper candidates represented.,unspecified,unspecified,True,False
S0047,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,258,first-exit necessary condition,\text{any upper first exit implies membership in the 120 upper candidate set}.,unspecified,unspecified,True,False
S0048,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,258,upper jump generation statement,\text{any upper first exit implies membership in the 120 upper candidate set}.,unspecified,unspecified,True,False
S0049,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,264,first-exit necessary condition,## 8. Lower First-Exit Completeness,unspecified,unspecified,True,False
S0050,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,274,first-exit necessary condition,Thus a lower first exit may occur in the interior of a drift interval.,unspecified,unspecified,True,False
S0051,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,274,lower drift bracketing statement,Thus a lower first exit may occur in the interior of a drift interval.,unspecified,unspecified,True,False
S0052,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,280,first-exit necessary condition,\text{any lower drift first exit is bracketed by one of the 22 audited lower candidates}.,certificate,certificate,True,False
S0053,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,280,lower drift bracketing statement,\text{any lower drift first exit is bracketed by one of the 22 audited lower candidates}.,certificate,certificate,True,False
S0054,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,290,lower drift bracketing statement,lower candidates bracketed.,unspecified,unspecified,True,False
S0055,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,296,first-exit necessary condition,\text{there are no lower drift first-exit intervals outside these 22 brackets}.,unspecified,unspecified,True,False
S0056,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,296,lower drift bracketing statement,\text{there are no lower drift first-exit intervals outside these 22 brackets}.,unspecified,unspecified,True,False
S0057,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,302,candidate generator rule,## 9. Candidate Generator Completeness,unspecified,unspecified,True,False
S0058,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,304,candidate generator rule,The proof should focus on the candidate generator.,unspecified,unspecified,True,False
S0059,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,312,FullFCL completeness claim,as the rule producing FullFCL/theta candidates from the global process.,unspecified,unspecified,True,False
S0060,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,317,first-exit necessary condition,\mathrm{FirstExit}_{post-P_0},unspecified,unspecified,True,False
S0061,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,322,first-exit necessary condition,This can be done by proving the generator includes all configurations satisfying the necessary conditions for first exit.,unspecified,unspecified,True,False
S0062,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,324,first-exit necessary condition,Necessary conditions may include:,unspecified,unspecified,True,False
S0063,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,326,first-exit necessary condition,1. endpoint near envelope boundary;,unspecified,unspecified,True,False
S0064,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,333,candidate generator rule,The exact generator rules must be extracted from FullFCL/theta files.,conditional,conditional,True,False
S0065,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,333,FullFCL completeness claim,The exact generator rules must be extracted from FullFCL/theta files.,conditional,conditional,True,False
S0066,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,337,first-exit necessary condition,## 10. Potential Proof Route A — Necessary Conditions Enumeration,unspecified,unspecified,True,False
S0067,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,339,first-exit necessary condition,Prove that any first exit must satisfy a finite list of necessary conditions:,symbolic,symbolic,True,False
S0068,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,345,candidate generator rule,Then show the candidate generator enumerates every row satisfying those conditions.,unspecified,unspecified,True,False
S0069,Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_ContinuousFirstExit_CandidateCompleteness_Proof_Attack_v1.md,350,first-exit necessary condition,\text{first exit},unspecified,unspecified,True,False
