row_id,candidate_id,block_id,x,y,h,p_star,E_theta,E_theta_sign,E_theta_normalized,Q_R2Q,scale_used,R_R2Q_rec,delta_D_raw,delta_D_available,Q_delta_D_prim,Q_delta_D_ep_col,Q_delta_D_best,bridge_exc_raw,Q_exc_prim,Q_exc_best,Q_R2Q_formula,formula_residual,formula_residual_abs,formula_residual_frac,route_A_alpha,neg_E_theta_norm,sign_consistent,neg_transfer_antecedent,neg_transfer_consequent,neg_transfer_prim_pass,neg_transfer_prim_violation,pos_harm_antecedent,pos_harm_consequent,pos_harm_prim_pass,pos_harm_prim_violation,primitive_full_available,primitive_partial_available,channel,near_forbidden_flag,forbidden_flag,post_P0_flag,finite_zone_flag,primitive_full_available_bool,primitive_partial_available_bool,primitive_missing_bool,positive_bool,negative_bool,superthreshold_bool,forbidden_bool,positive_cap_bool,missing_structural_positive_cap_bool,primitive_negative_transfer_pass_bool,primitive_positive_harmless_pass_bool,formula_residual_pass_bool,dangerous_requires_primitive_pass_bool,operational_greenlight_pass_bool,primitive_proof_grade_pass_bool,greenlight_class
rawr2q_00011,cand_00011,12,3279709,3278912,797,3279709,-166.86828088206357,negative,-0.0262586899807756,0.1060058846880691,6354.78315956471,673.6444108305001,-466.2432979484343,True,0.0733688760483797,0.0733688760483797,0.0733688760483797,72.48431875885103,0.0114062615417102,0.0114062615417102,0.08477513759009,0.021230747097979,0.021230747097979,0.2002789482909581,4.036982986039194,0.0262586899807756,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00012,cand_00012,13,42899,42898,1,42899,9.666603794621116,positive,0.0849613864787405,0.0968247715409328,113.7764365114256,11.016377471960228,,False,,,,,,,,,,,,-0.0849613864787405,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00013,cand_00013,14,1195591,1195386,205,1195669,18.90523282037472,positive,0.0067422977497207,0.0899443884131837,2803.974775684992,252.2017963249805,-181.7593802670372,True,0.0648220454203745,0.0648220454203745,0.0648220454203745,35.651017552909366,0.0127144572989962,0.0127144572989962,0.0775365027193708,0.0124078856938128,0.0124078856938128,0.1379506371961074,,-0.0067422977497207,0.0,False,False,1.0,False,True,True,1.0,False,True,True,positive_harmless,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,primitive_positive_cap_verified
rawr2q_00014,cand_00014,15,43133,43132,1,43133,9.672043644375696,positive,0.0849225570081055,0.0943896668138165,113.8925155474597,10.750276595112137,,False,,,,,,,,,,,,-0.0849225570081055,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00015,cand_00015,16,58309,58308,1,58309,9.973511734352114,positive,0.0828241215201216,0.0939517191622745,120.41795978396352,11.313474339717006,,False,,,,,,,,,,,,-0.0828241215201216,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00016,cand_00016,17,59333,59332,1,59333,9.990920922612805,positive,0.0827060643791465,0.0929815072257821,120.80034272712788,11.232197940159397,,False,,,,,,,,,,,,-0.0827060643791465,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00017,cand_00017,18,3241093,3239129,1964,3241093,-165.06704136906455,negative,-0.0165731100488926,0.159654089699117,9959.931532590872,1590.143802301327,-1395.5062112850246,True,0.1401120285534746,0.1401120285534746,0.1401120285534746,81.42228980252094,0.0081749848918229,0.0081749848918229,0.1482870134452975,0.0113670762538194,0.0113670762538194,0.0711981526764631,9.633321038001824,0.0165731100488926,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00018,cand_00018,19,1515197,1513853,1344,1515197,-63.24655312102391,negative,-0.0085184969239803,0.1510851987794436,7424.614187859693,1121.749310433459,-1004.7642034281848,True,0.1353288100910507,0.1353288100910507,0.1353288100910507,76.78974942550394,0.0103425912084517,0.0103425912084517,0.1456714012995024,0.0054137974799411,0.0054137974799411,0.03583274552158,17.736133513662992,0.0085184969239803,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00019,cand_00019,20,58511,58510,1,58511,9.97697004973177,positive,0.0828006431181152,0.0923670994574258,120.4938714727083,11.12966941032993,,False,,,,,,,,,,,,-0.0828006431181152,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00020,cand_00020,21,30847123,30831334,15789,30847123,-424.33160930738086,negative,-0.0113559673856094,0.338124053326903,37366.399083278666,12634.478316268856,-12121.907568691418,True,0.3244066291128366,0.3244066291128366,0.3244066291128366,225.3338417937175,0.0060303868534807,0.0060303868534807,0.3304370159663173,0.0076870373605856,0.0076870373605856,0.0227343700779362,29.77501095638761,0.0113559673856094,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00021,cand_00021,22,60209,60208,1,60209,10.005577121783782,positive,0.0826069335200711,0.0940510554686493,121.1227277835306,11.391720389282945,,False,,,,,,,,,,,,-0.0826069335200711,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00022,cand_00022,23,354553,354550,3,354619,22.55722059933116,positive,0.0797526025198991,0.0920232096308952,282.8399310693702,26.02783826878461,,False,,,,,,,,,,,,-0.0797526025198991,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00023,cand_00023,24,180619079,180557417,61662,180619079,-1166.673386312199,negative,-0.0129983853165777,0.5459231094474968,89755.2548180161,48999.46779950376,-47831.82037550756,True,0.5329138719787416,0.5329138719787416,0.5329138719787416,459.0970686143192,0.0051149881925594,0.0051149881925594,0.5380288601713011,0.0078942492761956,0.0078942492761956,0.0144603683917778,41.99930192492762,0.0129983853165777,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00024,cand_00024,25,109813367,109790208,23159,109813367,-719.8064293124298,negative,-0.0137988077432052,0.3557665519303423,52164.39294669296,18558.346212184424,-17682.881280788435,True,0.3389837450779626,0.3389837450779626,0.3389837450779626,238.2995725304463,0.0045682420338709,0.0045682420338709,0.3435519871118336,0.0122145648185086,0.0122145648185086,0.0343330893593961,25.782412404834503,0.0137988077432052,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00025,cand_00025,26,230563,230560,3,230647,21.69655017143579,positive,0.0821469680902342,0.0944180902326222,264.11869696278075,24.93758296195443,,False,,,,,,,,,,,,-0.0821469680902342,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00026,cand_00026,27,1192781,1192323,458,1192781,-38.252494546276125,negative,-0.0091301930976054,0.0967472985369818,4189.669828156048,405.3392376359985,-325.52679180880466,True,0.0776974809855303,0.0776974809855303,0.0776974809855303,50.44514412859007,0.0120403626533005,0.0120403626533005,0.0897378436388308,0.0070094548981509,0.0070094548981509,0.0724511692227932,10.596413186743613,0.0091301930976054,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00027,cand_00027,28,109670797,109660803,9994,109670797,-700.5003791113922,negative,-0.0204449190937458,0.2345732370876761,34262.81003604829,8037.138261875964,-7240.816620533022,True,0.2113316628996534,0.2113316628996534,0.2113316628996534,335.81014783297,0.0098010101179576,0.0098010101179576,0.2211326730176111,0.0134405640700649,0.0134405640700649,0.0572979434352152,11.473424571263386,0.0204449190937458,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00028,cand_00028,29,3456977,3455716,1261,3456977,-56.54292508843059,negative,-0.0070243637516301,0.1341559286414388,8049.543999669534,1079.894050415788,-945.3034224797802,True,0.1174356488415478,0.1174356488415478,0.1174356488415478,62.47652506736517,0.0077614986724626,0.0077614986724626,0.1251971475140106,0.0089587811274282,0.0089587811274282,0.0667788685759279,19.098659093544985,0.0070243637516301,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00029,cand_00029,30,4994789,4991760,3029,4994789,-113.94054074237602,negative,-0.0087024175108216,0.1879865387221068,13092.975670345444,2461.303177840996,-2292.6780519420754,True,0.1751074858509674,0.1751074858509674,0.1751074858509674,74.79600740040587,0.0057126820734734,0.0057126820734734,0.1808201679244408,0.0071663707976659,0.0071663707976659,0.0381217232168933,21.601645575880653,0.0087024175108216,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00030,cand_00030,31,7108243,7105465,2778,7108243,-80.20709910296955,negative,-0.0061137931253432,0.1766899326140388,13119.040415432122,2318.0023669635534,-2126.957375998616,True,0.1621275115134674,0.1621275115134674,0.1621275115134674,89.51022293063807,0.0068229245505902,0.0068229245505902,0.1689504360640577,0.007739496549981,0.007739496549981,0.0438027024827001,28.90021448086174,0.0061137931253432,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00031,cand_00031,32,3293113,3292080,1033,3293113,-117.56184933337444,negative,-0.016240843463246,0.1154116378424172,7238.654174546005,835.424934059205,-703.1382912358818,True,0.0971366049932867,0.0971366049932867,0.0971366049932867,44.40858594402789,0.0061349229944132,0.0061349229944132,0.1032715279877,0.0121401098547171,0.0121401098547171,0.1051896505558063,7.106258865409305,0.016240843463246,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00032,cand_00032,33,1197619,1197615,4,1197697,23.99169028406876,positive,0.0612390577643984,0.0726584885625681,391.7710552695081,28.465492738444787,,False,,,,,,,,,,,,-0.0612390577643984,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00033,cand_00033,34,127,126,1,127,3.844187086458591,positive,0.1638184076850698,0.2157084836048593,23.466148528612173,5.061847315153332,,False,,,,,,,,,,,,-0.1638184076850698,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00034,cand_00034,35,354953,354952,1,354953,11.779740665326448,positive,0.0721259667898836,0.080127585396028,163.3217714729985,13.08657919073326,,False,,,,,,,,,,,,-0.0721259667898836,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00035,cand_00035,36,39707851,39704004,3847,39707851,-452.5803398765943,negative,-0.0238344126731367,0.1623741874086595,18988.52495688672,3083.246309963532,-2604.19045438886,True,0.1371454844597804,0.1371454844597804,0.1371454844597804,209.6467847455952,0.0110407093348006,0.0110407093348006,0.1481861937945811,0.0141879936140783,0.0141879936140783,0.0873783810130509,6.812594446334645,0.0238344126731367,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00036,cand_00036,37,1657,1656,1,1657,6.412764017426562,positive,0.1167037763024239,0.1389495863976313,54.94907037805399,7.635150601964936,,False,,,,,,,,,,,,-0.1167037763024239,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00037,cand_00037,38,155921,155920,1,156007,10.957104747706284,positive,0.0766308585381272,0.0868104441327406,142.98554076951442,12.412638298761632,,False,,,,,,,,,,,,-0.0766308585381272,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00038,cand_00038,39,39690667,39682692,7975,39690667,-364.0109776889212,negative,-0.0133149790272631,0.2349256240499423,27338.45670681034,6422.504002409749,-5972.95270429004,True,0.2184817075940539,0.2184817075940539,0.2184817075940539,188.65092151155025,0.0069005695359736,0.0069005695359736,0.2253822771300276,0.0095433469199146,0.0095433469199146,0.0406228437553746,17.64370965729043,0.0133149790272631,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00039,cand_00039,40,30417481,30409154,8327,30417481,-228.7179970545885,negative,-0.0084422631137849,0.24963148266117,27092.02425604648,6763.022183329264,-6388.011550910226,True,0.2357893781039462,0.2357893781039462,0.2357893781039462,231.2263682727644,0.0085348501864403,0.0085348501864403,0.2443242282903865,0.0053072543707834,0.0053072543707834,0.0212603567234628,29.569261144391373,0.0084422631137849,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00040,cand_00040,41,604672261,604520611,151650,604672261,-1617.0683062109456,negative,-0.0101563202445796,0.7568596623500748,159217.93201370913,120505.63026397306,-118889.25056613778,True,0.7467076670478365,0.7467076670478365,0.7467076670478365,234.02143940953465,0.0014698183580815,0.0014698183580815,0.7481774854059181,0.0086821769441567,0.0086821769441567,0.0114713167791216,74.52105133786054,0.0101563202445796,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00041,cand_00041,42,7117417,7115469,1948,7117417,-117.76229972501552,negative,-0.0107177802092479,0.1460888226947264,10987.564348763462,1605.1603399934024,-1430.1054790106923,True,0.1301567329770984,0.1301567329770984,0.1301567329770984,83.96168172265811,0.007641518998895,0.007641518998895,0.1377982519759935,0.0082905707187329,0.0082905707187329,0.0567502055653993,13.630511154601953,0.0107177802092479,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00042,cand_00042,43,12781267,12779528,1739,12781267,-151.7480364006467,negative,-0.013590059484822,0.1300675391522673,11166.105385346242,1452.347849386865,-1229.9006183879278,True,0.1101458902583867,0.1101458902583867,0.1101458902583867,59.99064002851856,0.0053725661686165,0.0053725661686165,0.1155184564270032,0.014549082725264,0.014549082725264,0.1118579072079754,9.570785124048404,0.013590059484822,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00043,cand_00043,44,109588091,109577354,10737,109588091,-629.3445955758762,negative,-0.0177226687748103,0.2415685632788372,35510.71249892,8578.27179937195,-7902.204580257003,True,0.2225301612998425,0.2225301612998425,0.2225301612998425,235.6779201208592,0.0066368119233886,0.0066368119233886,0.2291669732232312,0.0124015900556059,0.0124015900556059,0.051337764679633,13.630484570257538,0.0177226687748103,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00044,cand_00044,45,12836777,12833438,3339,12836777,-163.66723291570224,negative,-0.0105723515140797,0.1752468754780604,15480.68399898904,2712.9415010860344,-2489.441898656397,True,0.1608095545919656,0.1608095545919656,0.1608095545919656,94.22200439377092,0.0060864238556851,0.0060864238556851,0.1668959784476508,0.0083508970304095,0.0083508970304095,0.0476521878500197,16.575959969234344,0.0105723515140797,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00045,cand_00045,46,618029,618028,1,618029,12.3342906609052,positive,0.0693704230771723,0.0748436752518515,177.80330742950363,13.307452999958883,,False,,,,,,,,,,,,-0.0693704230771723,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00046,cand_00046,47,12807413,12805898,1515,12807413,-205.7621329185172,negative,-0.0197377997286405,0.1184377830877646,10424.775595424971,1234.687310709565,-997.9957473512264,True,0.0957330676536776,0.0957330676536776,0.0957330676536776,69.99762783200504,0.006714545286013,0.006714545286013,0.1024476129396907,0.0159901701480738,0.0159901701480738,0.135009029476893,6.000556531937327,0.0197377997286405,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00047,cand_00047,48,3440630,3439819,811,3440807,46.90968440981942,positive,0.0072712465886281,0.1225172337511368,6451.395072088945,790.4070780680534,-691.6775565305757,True,0.1072136412049886,0.1072136412049886,0.1072136412049886,57.48108875473781,0.0089098695882727,0.0089098695882727,0.1161235107932613,0.0063937229578754,0.0063937229578754,0.0521863150359951,,-0.0072712465886281,0.0,False,False,1.0,False,True,True,1.0,False,True,True,positive_harmless,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,primitive_positive_cap_verified
rawr2q_00048,cand_00048,49,33902159,33888759,13400,33902159,-291.8733586694325,negative,-0.0083867655278248,0.3075518627750951,34801.659555293445,10703.315223895188,-10356.155825807087,True,0.2975764937115444,0.2975764937115444,0.2975764937115444,173.36115126700133,0.0049814047227133,0.0049814047227133,0.3025578984342577,0.0049939643408373,0.0049939643408373,0.0162377957843465,36.67109349304285,0.0083867655278248,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00049,cand_00049,50,3457967,3457512,455,3457967,-93.6529697629686,negative,-0.0193680367735395,0.0793601948576568,4835.439485065229,383.74141975718425,-267.71927672099514,True,0.055366069112823,0.055366069112823,0.055366069112823,30.359882641400645,0.006278619086263,0.006278619086263,0.0616446881990861,0.0177155066585706,0.0177155066585706,0.2232291224882421,4.097482661024165,0.0193680367735395,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00050,cand_00050,51,12842173,12840082,2091,12842173,-192.29332879440085,negative,-0.0156957821804743,0.1392439305539144,12251.274041864272,1705.9155518823231,-1468.9981860940732,True,0.1199057486653474,0.1199057486653474,0.1199057486653474,61.318915110935,0.0050051051752984,0.0050051051752984,0.1249108538406459,0.0143330767132684,0.0143330767132684,0.1029350195462828,8.871423478795148,0.0156957821804743,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,primitive_full_verified
rawr2q_00051,cand_00051,52,1512479,1512478,1,1512479,13.229260584493224,positive,0.0653387626052911,0.0713499660129912,202.4718567814125,14.446360099941003,,False,,,,,,,,,,,,-0.0653387626052911,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
rawr2q_00052,cand_00052,53,356173,356170,3,356243,22.56633807844032,positive,0.0797278138309229,0.0917954514179663,283.0422282278585,25.981989110523315,,False,,,,,,,,,,,,-0.0797278138309229,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,structural_positive_cap_missing_primitives
