candidate_id,block_id,x,y,h,p_star,E_theta,E_theta_sign,Q_R2Q,near_forbidden_flag,forbidden_flag,C_minus_flag,channel_compatible_flag,O2_applicable_flag,B3_applicable_flag,coordinate_available_flag,post_P0_flag,finite_certificate_flag,valid_scale_flag,Q_2p1,Q_2p2,Q_2p3,Q_2p4,Q_2p1_source,Q_2p2_source,Q_2p3_source,Q_2p4_source,component_missing_flags,fallback_used_flag,Q_O2_row_sum,Q_O2_cap_sum,Q_O2_conservative,pass_Q_O2_lt_1,pass_Q_O2_lt_0p25,pass_Q_O2_lt_0p10,pass_Q_O2_lt_0p05,failure_type,status
o2_00030,31,7108243,7105465,2778,7108243,-80.20709910296955,negative,0.1766899326140388,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.6250435513810547e-05,0.0068229245505902,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00031,32,3293113,3292080,1033,3293113,-117.56184933337444,negative,0.1154116378424172,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.922512008855896e-05,0.0061349229944132,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00032,33,1197619,1197615,4,1197697,23.99169028406876,positive,0.0726584885625681,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00033,34,127,126,1,127,3.844187086458591,positive,0.2157084836048593,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00034,35,354953,354952,1,354953,11.779740665326448,positive,0.080127585396028,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00035,36,39707851,39704004,3847,39707851,-452.5803398765943,negative,0.1623741874086595,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.0161605618108868e-05,0.0110407093348006,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00036,37,1657,1656,1,1657,6.412764017426562,positive,0.1389495863976313,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00037,38,155921,155920,1,156007,10.957104747706284,positive,0.0868104441327406,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00038,39,39690667,39682692,7975,39690667,-364.0109776889212,negative,0.2349256240499423,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.5017136517952583e-05,0.0069005695359736,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00039,40,30417481,30409154,8327,30417481,-228.7179970545885,negative,0.24963148266117,False,False,True,True,True,True,True,False,True,True,0.009502682738794,3.45749292851077e-05,0.0085348501864403,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00040,41,604672261,604520611,151650,604672261,-1617.0683062109456,negative,0.7568596623500748,True,False,True,True,True,True,True,True,False,True,0.009502682738794,6.839331921561454e-06,0.0014698183580815,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00041,42,7117417,7115469,1948,7117417,-117.76229972501552,negative,0.1460888226947264,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.527459367386383e-05,0.007641518998895,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00042,43,12781267,12779528,1739,12781267,-151.7480364006467,negative,0.1300675391522673,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.3397137124073627e-06,0.0053725661686165,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00043,44,109588091,109577354,10737,109588091,-629.3445955758762,negative,0.2415685632788372,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.1292882112888008e-05,0.0066368119233886,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00044,45,12836777,12833438,3339,12836777,-163.66723291570224,negative,0.1752468754780604,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.997743348793443e-05,0.0060864238556851,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00045,46,618029,618028,1,618029,12.3342906609052,positive,0.0748436752518515,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00046,47,12807413,12805898,1515,12807413,-205.7621329185172,negative,0.1184377830877646,False,False,True,True,True,True,True,False,True,True,0.009502682738794,6.0721646633250806e-06,0.006714545286013,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00047,48,3440630,3439819,811,3440807,46.90968440981942,positive,0.1225172337511368,False,False,False,True,True,True,True,False,True,True,0.009502682738794,1.468928450782596e-05,0.0089098695882727,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00048,49,33902159,33888759,13400,33902159,-291.8733586694325,negative,0.3075518627750951,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.1721286160395029e-05,0.0049814047227133,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00049,50,3457967,3457512,455,3457967,-93.6529697629686,negative,0.0793601948576568,False,False,True,True,True,True,True,False,True,True,0.009502682738794,3.578253462203419e-05,0.006278619086263,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00050,51,12842173,12840082,2091,12842173,-192.29332879440085,negative,0.1392439305539144,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.7316151116912506e-05,0.0050051051752984,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00051,52,1512479,1512478,1,1512479,13.229260584493224,positive,0.0713499660129912,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00052,53,356173,356170,3,356243,22.56633807844032,positive,0.0917954514179663,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00053,54,7112297,7110038,2259,7112297,-113.30394854654696,negative,0.1547550134720171,False,False,True,True,True,True,True,False,True,True,0.009502682738794,9.233002785033278e-06,0.0030623697626775,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00054,55,12895717,12894136,1581,12895717,-156.60587200935356,negative,0.1217247995908262,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.380582544951174e-05,0.0082557947953519,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00055,56,1511449,1511046,403,1511527,9.625130217388572,positive,0.0952884508457212,False,False,False,True,True,True,True,False,True,True,0.009502682738794,6.729377005757475e-06,0.007718928919738,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00056,57,179620853,179616870,3983,179620853,-637.8829200418768,negative,0.1434186712486546,False,False,True,True,True,True,True,False,True,True,0.009502682738794,8.128641669026644e-07,0.0081468555780067,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00057,58,1188361,1188358,3,1188511,24.97616952660599,positive,0.0833294497303515,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0022962565448292,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00058,59,293,292,1,293,4.680172609017068,positive,0.1707575979731007,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00059,60,3290983,3290975,8,3291137,37.02008815604045,positive,0.0730965487832678,False,False,False,True,True,True,True,False,True,True,0.009502682738794,4.6677481922495055e-05,0.0205672364492246,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00060,61,1190071,1190068,3,1190143,24.97904537377347,positive,0.0832943901091022,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0022770928481098,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00061,62,113166227,113154493,11734,113166227,-570.3217879884924,negative,0.2503069484559692,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.4404072231433875e-05,0.0041822745120619,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00062,63,30816007,30813688,2319,30816007,-215.2921471839013,negative,0.1321516982536188,False,False,True,True,True,True,True,False,True,True,0.009502682738794,4.594820002718916e-06,0.0075446709207132,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00063,64,604810421,604757400,53021,604810421,-1034.3984432700745,negative,0.4494568065190746,False,False,True,True,True,True,True,True,False,True,0.009502682738794,5.489161390664549e-06,0.0016779826148503,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00064,65,3438889,3438886,3,3439001,27.10131744255433,positive,0.0792717980142518,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0092756016610594,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00065,66,1196077,1196076,1,1196077,12.994557592691232,positive,0.0711424243631883,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00066,67,39699197,39695992,3205,39699197,-265.53724747196566,negative,0.1495716452263878,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.2232142016431296e-05,0.0085253544488815,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00067,68,1192069,1192068,1,1192069,12.991201010838148,positive,0.0712244136304279,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00068,69,108581987,108578163,3824,108581987,-400.9453068567673,negative,0.1469597990717331,False,False,True,True,True,True,True,False,True,True,0.009502682738794,9.529928896705045e-06,0.0043804824344325,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00069,70,12847921,12847029,892,12847921,-139.04176855224262,negative,0.0908608054490663,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.388664673334615e-05,0.0077829840818417,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00070,71,1191481,1191480,1,1191481,12.990707629107597,positive,0.0710316103925829,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00071,72,12843647,12843190,457,12843647,-113.26485440576494,negative,0.0679786634633438,False,False,True,True,True,True,True,False,True,True,0.009502682738794,5.250544445983735e-06,0.0081632419242064,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00072,73,40882169,40877269,4900,40882169,-220.51959869872007,negative,0.1837301433813745,False,False,True,True,True,True,True,False,True,True,0.009502682738794,1.1667631609141457e-06,0.0069729630121156,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00073,74,1186291,1186290,1,1186291,12.986342191006576,positive,0.0716803042452162,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00074,75,113195507,113182659,12848,113195507,-330.4150379443963,negative,0.2647255241959858,False,False,True,True,True,True,True,False,True,True,0.009502682738794,2.3324134028974116e-05,0.0052963922956069,0.0002378661538515,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00075,76,2879,2878,1,2879,6.965198290612176,positive,0.1282261417306278,False,False,False,True,True,True,True,False,True,True,0.009502682738794,8.118648230799173e-05,0.0205672364492246,0.0,global_cap,global_cap,global_cap,row_Q_o2p4_total,Q_2p1;Q_2p2;Q_2p3;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
o2_00076,77,39674417,39673239,1178,39674417,-198.21267981504025,negative,0.0933658727593846,False,False,True,True,True,True,True,False,True,True,0.009502682738794,5.322081452150449e-06,0.0048863359951688,0.0,global_cap,row_Q_LAN,row_Q_exc,row_Q_o2p4_total,Q_2p1;,True,,0.04990595498460639,0.04990595498460639,True,True,True,True,,pass
