candidate_id,block_id,x,y,h,p_star,post_P0_flag,post_P0_by_pstar,finite_zone_flag,finite_certified_flag,threshold_relevant_flag,forbidden_flag,near_forbidden_flag,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,B3_block_pass,covered_flag,row_regime,Q_R2Q,Q_delta_D,Q_exc,epsilon,E_theta,Q_2p1,Q_2p2,Q_2p3,Q_2p4,Q_O2_row_sum,O2_cap_sum,O2_value,O2_cap_pass_0p05,pass_Q_O2_lt_0p10,pass_Q_O2_lt_0p25,O2_status,O2_failure_type,surviving_first_crossing_proxy,subthreshold_surviving_proxy_flag,explicit_non_surviving_flag,subthreshold_flag,superthreshold_flag,threshold_relevance_pass_flag,threshold_classification,threshold_status,accumulation_proxy,unrepaid_tail,endpoint_repaid_flag,endpoint_harmful_flag,endpoint_repayment_failure_flag,positive_unrepaid_tail_flag,negative_unrepaid_tail_flag,tail_forbidden_unrepaid_flag,B3_status,E_theta_sign,threshold_row_flag,positive_row_flag,negative_subthreshold_flag,harmless_flag,repaid_flag,surviving_flag,non_surviving_flag,unrepaid_flag,surviving_unrepaid_flag,O2_available_flag,O2_margin,O2_balance,O2_balance_negative_flag,O2_cap_failure_flag,O2_repayment_failure_flag,O2_numeric_failure_flag,O2_failure_flag,Q_R2Q_bin
hexc_00023,24,180619079,180557417,61662,180619079,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.5459231094474968,0.5329138719787416,0.0051149881925594,0.0078942492761956,-1166.673386312199,0.009502682738794,1.180746907206342e-05,0.0051149881925594,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,False,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(0.305, 0.75]"
hexc_00024,25,109813367,109790208,23159,109813367,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.3557665519303423,0.3389837450779626,0.0045682420338709,0.0122145648185086,-719.8064293124298,0.009502682738794,1.2382311357449096e-06,0.0045682420338709,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,False,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(0.305, 0.75]"
hexc_00026,27,1192781,1192323,458,1192781,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0967472985369818,0.0776974809855303,0.0120403626533005,0.0070094548981509,-38.252494546276125,0.009502682738794,1.3525862640847052e-05,0.0120403626533005,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00027,28,109670797,109660803,9994,109670797,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2345732370876761,0.2113316628996534,0.0098010101179576,0.0134405640700649,-700.5003791113922,0.009502682738794,7.899281192864654e-06,0.0098010101179576,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00028,29,3456977,3455716,1261,3456977,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1341559286414388,0.1174356488415478,0.0077614986724626,0.0089587811274282,-56.54292508843059,0.009502682738794,6.665203439909114e-07,0.0077614986724626,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00029,30,4994789,4991760,3029,4994789,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1879865387221068,0.1751074858509674,0.0057126820734734,0.0071663707976659,-113.94054074237602,0.009502682738794,2.0801171870384345e-05,0.0057126820734734,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00030,31,7108243,7105465,2778,7108243,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1766899326140388,0.1621275115134674,0.0068229245505902,0.007739496549981,-80.20709910296955,0.009502682738794,1.6250435513810547e-05,0.0068229245505902,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00031,32,3293113,3292080,1033,3293113,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1154116378424172,0.0971366049932867,0.0061349229944132,0.0121401098547171,-117.56184933337444,0.009502682738794,1.922512008855896e-05,0.0061349229944132,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00035,36,39707851,39704004,3847,39707851,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1623741874086595,0.1371454844597804,0.0110407093348006,0.0141879936140783,-452.5803398765943,0.009502682738794,1.0161605618108868e-05,0.0110407093348006,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00038,39,39690667,39682692,7975,39690667,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2349256240499423,0.2184817075940539,0.0069005695359736,0.0095433469199146,-364.0109776889212,0.009502682738794,2.5017136517952583e-05,0.0069005695359736,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00039,40,30417481,30409154,8327,30417481,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.24963148266117,0.2357893781039462,0.0085348501864403,0.0053072543707834,-228.7179970545885,0.009502682738794,3.45749292851077e-05,0.0085348501864403,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00041,42,7117417,7115469,1948,7117417,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1460888226947264,0.1301567329770984,0.007641518998895,0.0082905707187329,-117.76229972501552,0.009502682738794,1.527459367386383e-05,0.007641518998895,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00042,43,12781267,12779528,1739,12781267,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1300675391522673,0.1101458902583867,0.0053725661686165,0.014549082725264,-151.7480364006467,0.009502682738794,2.3397137124073627e-06,0.0053725661686165,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00043,44,109588091,109577354,10737,109588091,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2415685632788372,0.2225301612998425,0.0066368119233886,0.0124015900556059,-629.3445955758762,0.009502682738794,1.1292882112888008e-05,0.0066368119233886,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00044,45,12836777,12833438,3339,12836777,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1752468754780604,0.1608095545919656,0.0060864238556851,0.0083508970304095,-163.66723291570224,0.009502682738794,2.997743348793443e-05,0.0060864238556851,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00046,47,12807413,12805898,1515,12807413,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1184377830877646,0.0957330676536776,0.006714545286013,0.0159901701480738,-205.7621329185172,0.009502682738794,6.0721646633250806e-06,0.006714545286013,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00048,49,33902159,33888759,13400,33902159,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.3075518627750951,0.2975764937115444,0.0049814047227133,0.0049939643408373,-291.8733586694325,0.009502682738794,1.1721286160395029e-05,0.0049814047227133,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,False,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(0.305, 0.75]"
hexc_00049,50,3457967,3457512,455,3457967,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0793601948576568,0.055366069112823,0.006278619086263,0.0177155066585706,-93.6529697629686,0.009502682738794,3.578253462203419e-05,0.006278619086263,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00050,51,12842173,12840082,2091,12842173,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1392439305539144,0.1199057486653474,0.0050051051752984,0.0143330767132684,-192.29332879440085,0.009502682738794,2.7316151116912506e-05,0.0050051051752984,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00053,54,7112297,7110038,2259,7112297,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1547550134720171,0.1421341086327225,0.0030623697626775,0.0095585350766169,-113.30394854654696,0.009502682738794,9.233002785033278e-06,0.0030623697626775,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00054,55,12895717,12894136,1581,12895717,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1217247995908262,0.1031699645978112,0.0082557947953519,0.010299040197663,-156.60587200935356,0.009502682738794,1.380582544951174e-05,0.0082557947953519,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00056,57,179620853,179616870,3983,179620853,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1434186712486546,0.1108425832777827,0.0081468555780067,0.024429232392865,-637.8829200418768,0.009502682738794,8.128641669026644e-07,0.0081468555780067,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00061,62,113166227,113154493,11734,113166227,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2503069484559692,0.2349919129337335,0.0041822745120619,0.0111327610101736,-570.3217879884924,0.009502682738794,1.4404072231433875e-05,0.0041822745120619,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00062,63,30816007,30813688,2319,30816007,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1321516982536188,0.1136507642000766,0.0075446709207132,0.0109562631328288,-215.2921471839013,0.009502682738794,4.594820002718916e-06,0.0075446709207132,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00063,64,604810421,604757400,53021,604810421,True,True,False,False,False,False,False,False,True,True,True,True,primitive_full_verified,0.4494568065190746,0.436528398028676,0.0016779826148503,0.0112504258755482,-1034.3984432700745,0.009502682738794,5.489161390664549e-06,0.0016779826148503,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,False,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(0.305, 0.75]"
hexc_00066,67,39699197,39695992,3205,39699197,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1495716452263878,0.1316093417511963,0.0085253544488815,0.0094369490263099,-265.53724747196566,0.009502682738794,2.2232142016431296e-05,0.0085253544488815,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00068,69,108581987,108578163,3824,108581987,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1469597990717331,0.1245862627972834,0.0043804824344325,0.017993053840017,-400.9453068567673,0.009502682738794,9.529928896705045e-06,0.0043804824344325,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00069,70,12847921,12847029,892,12847921,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0908608054490663,0.0711926004758948,0.0077829840818417,0.0118852208913297,-139.04176855224262,0.009502682738794,1.388664673334615e-05,0.0077829840818417,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00071,72,12843647,12843190,457,12843647,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0679786634633438,0.043641826458844,0.0081632419242064,0.0161735950802932,-113.26485440576494,0.009502682738794,5.250544445983735e-06,0.0081632419242064,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00072,73,40882169,40877269,4900,40882169,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.1837301433813745,0.1708297585564211,0.0069729630121156,0.0059274218128377,-220.51959869872007,0.009502682738794,1.1667631609141457e-06,0.0069729630121156,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00074,75,113195507,113182659,12848,113195507,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2647255241959858,0.2536736118314834,0.0052963922956069,0.0057555200688954,-330.4150379443963,0.009502682738794,2.332413402897412e-05,0.0052963922956069,0.0002378661538515,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00076,77,39674417,39673239,1178,39674417,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0933658727593846,0.070227735125299,0.0048863359951688,0.0182518016389167,-198.21267981504025,0.009502682738794,5.322081452150449e-06,0.0048863359951688,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00077,78,3441797,3441229,568,3441797,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0865309897820664,0.0731587940029086,0.0054337359968187,0.007938459782339,-56.25170384278789,0.009502682738794,3.1472795727966374e-05,0.0054337359968187,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00078,79,109546081,109535495,10586,109546081,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.2408302537232801,0.2292074218688508,0.0043289464415077,0.0072938854129215,-330.4584709322444,0.009502682738794,2.38672635804124e-05,0.0043289464415077,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
hexc_00081,82,12782500,12782006,494,12782599,False,False,True,True,False,False,False,False,True,True,True,True,primitive_full_verified,0.0796044258439215,0.0544062230194822,0.0108684538700757,0.0143297489543634,-68.54730774172731,0.009502682738794,1.5194353427583178e-06,0.0108684538700757,0.0,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,True,False,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,False,False,True,True,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(-inf, 0.305]"
