statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,raw_or_oriented,upper_or_lower,v5_compatible,needs_repair
S0021,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,555,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0022,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,555,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0023,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,575,definition of E_theta,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0024,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,575,positive first crossing sign rule,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0025,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,597,definition of E_theta,E_\theta(J)=0.,raw_or_unspecified,both_or_unspecified,True,False
S0026,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,766,B3 lower-crossing accumulation statement,9. B3 no-accumulation;,raw_or_unspecified,both_or_unspecified,True,False
S0027,Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_Theta_FirstCrossing_Final_Conditional_Assembly_v1.md,767,finite-zone sign handling,10. finite certificate package;,raw_or_unspecified,both_or_unspecified,True,False
S0028,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,155,definition of E_theta,E_\theta(J)=\theta(y+h)-\theta(y)-h.,raw_or_unspecified,both_or_unspecified,True,False
S0029,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,214,definition of crossing sign,If the global first crossing has sign:,raw_or_unspecified,both_or_unspecified,True,False
S0030,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,217,definition of crossing sign,"\sigma\in\{+,-\},",raw_or_unspecified,both_or_unspecified,True,False
S0031,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,223,definition of E_theta,\operatorname{sgn}(E_\theta(J))=\sigma.,raw_or_unspecified,both_or_unspecified,True,False
S0032,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,223,definition of crossing sign,\operatorname{sgn}(E_\theta(J))=\sigma.,raw_or_unspecified,both_or_unspecified,True,False
S0033,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,287,definition of E_theta,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0034,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,287,negative first crossing sign rule,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0035,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,296,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0036,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,296,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0037,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,325,definition of E_theta,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0038,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,325,positive first crossing sign rule,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0039,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,377,B3 lower-crossing accumulation statement,\mathsf{B3NoAccumulation}.,raw_or_unspecified,both_or_unspecified,True,False
S0040,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,448,definition of E_theta,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0041,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,448,negative first crossing sign rule,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0042,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,470,definition of E_theta,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0043,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,470,positive first crossing sign rule,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0044,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,630,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0045,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,630,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0046,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,717,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0047,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,717,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0048,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,723,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0049,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,723,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0050,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,756,definition of E_theta,Prove the sign of the global first crossing is extracted into \(E_\theta(J)\).,raw_or_unspecified,both_or_unspecified,True,False
S0051,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,119,definition of E_theta,E_\theta(J)=\theta(y+h)-\theta(y)-h.,raw_or_unspecified,both_or_unspecified,True,False
S0052,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,148,finite-zone sign handling,Let \(x_1\) be the first point after the finite certificate threshold \(P_0\) where a global envelope fails.,raw_or_unspecified,both_or_unspecified,True,False
S0053,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,164,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0054,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,164,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0055,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,172,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0056,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,172,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0057,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,228,finite-zone sign handling,\text{ or finite certificate.},raw_or_unspecified,both_or_unspecified,True,False
S0058,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,251,definition of E_theta,E_\theta(J),raw_or_unspecified,both_or_unspecified,True,False
S0059,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,262,definition of E_theta,E_\theta(J)\text{ sign-compatible and covered.},raw_or_unspecified,both_or_unspecified,True,False
S0060,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,269,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0061,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,269,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0062,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,277,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0063,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,277,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0064,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,319,finite-zone sign handling,x<P_0.,raw_or_unspecified,both_or_unspecified,True,False
S0065,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,343,B3 lower-crossing accumulation statement,\texttt{accumulation\_proxy\_max}=0.0.,raw_or_unspecified,both_or_unspecified,True,False
S0066,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,453,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0067,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,453,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0068,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,465,definition of E_theta,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0069,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,465,positive first crossing sign rule,E_\theta(J)>0.,raw_or_unspecified,both_or_unspecified,True,False
S0070,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,527,definition of E_theta,E_\theta(J),raw_or_unspecified,both_or_unspecified,True,False
S0071,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,538,definition of E_theta,\text{local }E_\theta(J)\text{ sign}.,raw_or_unspecified,both_or_unspecified,True,False
S0072,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,583,definition of E_theta,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0073,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,583,negative first crossing sign rule,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0074,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,597,definition of E_theta,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0075,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,597,positive first crossing sign rule,"E_\theta(J)>0,",raw_or_unspecified,both_or_unspecified,True,False
S0076,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,633,B3 lower-crossing accumulation statement,\mathsf{NoAccumulation}.,raw_or_unspecified,both_or_unspecified,True,False
