candidate_id,block_id,p_star,start_prime,worst_prime,end_prime,y,h,Q_R2Q,Q_tail_start,Q_tail_max_inside,Q_tail_end,Q_O2,Q_exc,Q_o2p4_total,accumulation_value,accumulation_balance,accumulation_margin,B3_value,B3_balance,B3_margin,unrepaid_tail,post_P0_flag,finite_certified_flag,near_forbidden_flag,forbidden_flag,C_minus_flag,covered_flag,O2_applicable_flag,B3_applicable_flag,endpoint_repaid_flag,endpoint_harmful_flag,endpoint_repayment_failure_flag,positive_unrepaid_tail_flag,negative_unrepaid_tail_flag,tail_forbidden_unrepaid_flag,candidate_crossing_flag,tail_candidate_flag,tail_candidate_crossing_flag,B3_status,B3_block_pass,O2_E_theta,E_theta_sign,O2_Q_R2Q,O2_finite_certified_flag,O2_threshold_relevant_flag,O2_forbidden_flag,O2_near_forbidden_flag,O2_negative_subthreshold_flag,O2_B3_repaid_flag,O2_B3_block_pass,O2_harmless_flag,O2_repaid_flag,O2_surviving_flag,O2_non_surviving_flag,O2_unrepaid_flag,O2_surviving_unrepaid_flag,O2_available_flag,O2_value,O2_margin,O2_failure_flag,O2_row_regime,TT_Q_R2Q,TT_E_theta,TT_Q_delta_D,TT_Q_exc,TT_epsilon,TT_threshold_relevant_flag,TT_positive_harmless_flag,TT_negative_transfer_flag,TT_finite_certified_flag,TT_row_regime,E_theta,row_regime,positive_flag,negative_flag,neutral_flag,threshold_row_flag,positive_harmless_flag,negative_subthreshold_flag,threshold_relevant_flag,O2_safe_flag,repaid_flag,surviving_flag,non_surviving_flag,harmless_flag,unrepaid_flag,surviving_unrepaid_flag,accumulation_risk_flag,B3_repaid_flag,B3_surviving_flag,zero_crossing_count,zero_crossing_flag,persistence_failure_flag,B3_numeric_failure_flag,B3_accumulation_failure_flag,B3_failure_flag,row_class
b3_00010,10,178298621,178089889,178254509,178298621,178254856.0,43765.0,0.4625799992422776,0.0,0.5679019412053123,0.0,0.0499059549846063,0.0025143310542018,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-1758.548029879923,negative,0.4625799992422776,True,False,False,False,True,True,True,False,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.4625799992422776,-1758.548029879923,0.437251926315424,0.0025143310542018,0.0228137418726518,False,False,True,True,primitive_full_verified,-1758.548029879923,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00011,11,211,199,199,211,210.0,1.0,0.1912764152417241,0.4646693892968376,0.4646693892968376,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,4.351858133476067,positive,0.1912764152417241,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.1912764152417241,4.351858133476067,0.1755617761599286,0.0,0.0157146390817954,False,True,False,True,sign_inconsistent_positive_harmless,4.351858133476067,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00012,12,3279709,3277541,3278837,3279709,3278912.0,797.0,0.1060058846880691,0.0095665897485224,0.4941971527055351,0.0,0.0499059549846063,0.0114062615417102,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-166.86828088206357,negative,0.1060058846880691,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1060058846880691,-166.86828088206357,0.0733688760483797,0.0114062615417102,0.0212307470979791,False,False,True,True,primitive_full_verified,-166.86828088206357,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00013,13,42899,42737,42863,42899,42898.0,1.0,0.0968247715409328,0.0169339489497835,0.4755261577398149,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,9.666603794621116,positive,0.0968247715409328,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0968247715409328,9.666603794621116,0.0909085751563544,0.0,0.0059161963845784,False,True,False,True,sign_inconsistent_positive_harmless,9.666603794621116,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00014,14,1195669,1192831,1195247,1195669,1195386.0,205.0,0.0899443884131837,0.011682098962837,0.462805059079455,0.0,0.0499059549846063,0.0127144572989962,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,18.90523282037472,positive,0.0899443884131837,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0899443884131837,18.90523282037472,0.0648220454203745,0.0127144572989962,0.012407885693813,False,True,False,True,sign_inconsistent_positive_harmless,18.90523282037472,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00015,15,43133,42929,43067,43133,43132.0,1.0,0.0943896668138165,0.012987666447207,0.4392005501678513,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,9.672043644375696,positive,0.0943896668138165,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0943896668138165,9.672043644375696,0.0908636843222885,0.0,0.0035259824915279,False,True,False,True,sign_inconsistent_positive_harmless,9.672043644375696,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00016,16,58309,58211,58243,58309,58308.0,1.0,0.0939517191622745,0.0166572141967309,0.4040030381809303,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,9.973511734352114,positive,0.0939517191622745,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0939517191622745,9.973511734352114,0.0884432993920433,0.0,0.0055084197702311,False,True,False,True,sign_inconsistent_positive_harmless,9.973511734352114,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00017,17,59333,59209,59243,59333,59332.0,1.0,0.0929815072257821,0.052653945366631,0.3960595139196754,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,9.990920922612805,positive,0.0929815072257821,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0929815072257821,9.990920922612805,0.0883074552338765,2.3527838405727803e-16,0.0046740519919053,False,True,False,True,sign_inconsistent_positive_harmless,9.990920922612805,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00018,18,3241093,3236963,3239081,3241093,3239129.0,1964.0,0.159654089699117,0.0,0.3885694113208635,0.0,0.0499059549846063,0.0081749848918229,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-165.06704136906455,negative,0.159654089699117,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.159654089699117,-165.06704136906455,0.1401120285534746,0.0081749848918229,0.0113670762538195,False,False,True,True,primitive_full_verified,-165.06704136906455,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00019,19,1515197,1513397,1513751,1515197,1513853.0,1344.0,0.1510851987794436,3.994395633277748e-05,0.3771748989506069,0.0,0.0499059549846063,0.0103425912084517,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-63.24655312102391,negative,0.1510851987794436,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1510851987794436,-63.24655312102391,0.1353288100910507,0.0103425912084517,0.0054137974799412,False,False,True,True,primitive_full_verified,-63.24655312102391,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00020,20,58511,58417,58453,58511,58510.0,1.0,0.0923670994574258,0.0504303841514013,0.3741734565119849,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,9.97697004973177,positive,0.0923670994574258,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0923670994574258,9.97697004973177,0.0884162808823417,0.0,0.0039508185750841,False,True,False,True,sign_inconsistent_positive_harmless,9.97697004973177,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00021,21,30847123,30825617,30831209,30847123,30831334.0,15789.0,0.338124053326903,0.0073122796392817,0.3642737698965872,0.0,0.0499059549846063,0.0060303868534807,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-424.33160930738086,negative,0.338124053326903,True,False,False,False,True,True,True,False,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.338124053326903,-424.33160930738086,0.3244066291128366,0.0060303868534807,0.0076870373605857,False,False,True,True,primitive_full_verified,-424.33160930738086,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00022,22,60209,60133,60169,60209,60208.0,1.0,0.0940510554686493,0.031214466369684,0.3464556307639332,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,10.005577121783782,positive,0.0940510554686493,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0940510554686493,10.005577121783782,0.0881934154907322,0.0,0.005857639977917,False,True,False,True,sign_inconsistent_positive_harmless,10.005577121783782,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00023,23,354619,354373,354479,354619,354550.0,3.0,0.0920232096308952,0.0164654164052295,0.3358438231206992,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,22.55722059933116,positive,0.0920232096308952,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0920232096308952,22.55722059933116,0.088072855820278,0.0146788192753852,-0.0107284654647679,False,True,False,True,sign_inconsistent_positive_harmless,22.55722059933116,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00024,24,180619079,180530407,180557417,180619079,180557417.0,61662.0,0.5459231094474968,0.0012376376099543,0.3313151713194857,0.0,0.0499059549846063,0.0051149881925594,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-1166.673386312199,negative,0.5459231094474968,True,False,False,False,True,True,True,False,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.5459231094474968,-1166.673386312199,0.5329138719787416,0.0051149881925594,0.0078942492761957,False,False,True,True,primitive_full_verified,-1166.673386312199,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00025,25,109813367,109775839,109789837,109813367,109790208.0,23159.0,0.3557665519303423,0.0031609093024025,0.3274112278854155,0.0,0.0499059549846063,0.0045682420338709,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-719.8064293124298,negative,0.3557665519303423,True,False,False,False,True,True,True,False,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.3557665519303423,-719.8064293124298,0.3389837450779626,0.0045682420338709,0.0122145648185088,False,False,True,True,primitive_full_verified,-719.8064293124298,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00026,26,230647,230341,230393,230647,230560.0,3.0,0.0944180902326222,0.0340959293737732,0.3238027939936847,0.0,0.0499059549846063,0.0205672364492246,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,21.69655017143579,positive,0.0944180902326222,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,sign_inconsistent_positive_harmless,0.0944180902326222,21.69655017143579,0.0910569767225814,0.0151761792087925,-0.0118150656987517,False,True,False,True,sign_inconsistent_positive_harmless,21.69655017143579,sign_inconsistent_positive_harmless,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00027,27,1192781,1192099,1192271,1192781,1192323.0,458.0,0.0967472985369818,0.0310522514590183,0.3214774992026488,0.0,0.0499059549846063,0.0120403626533005,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-38.252494546276125,negative,0.0967472985369818,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.0967472985369818,-38.252494546276125,0.0776974809855303,0.0120403626533005,0.007009454898151,False,False,True,True,primitive_full_verified,-38.252494546276125,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00028,28,109670797,109638709,109660643,109670797,109660803.0,9994.0,0.2345732370876761,0.001573752051017,0.3069889841410873,0.0,0.0499059549846063,0.0098010101179576,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-700.5003791113922,negative,0.2345732370876761,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.2345732370876761,-700.5003791113922,0.2113316628996534,0.0098010101179576,0.013440564070065,False,False,True,True,primitive_full_verified,-700.5003791113922,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00029,29,3456977,3454817,3455597,3456977,3455716.0,1261.0,0.1341559286414388,0.0058141676135763,0.3044748712625682,0.0,0.0499059549846063,0.0077614986724626,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-56.54292508843059,negative,0.1341559286414388,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1341559286414388,-56.54292508843059,0.1174356488415478,0.0077614986724626,0.0089587811274284,False,False,True,True,primitive_full_verified,-56.54292508843059,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00030,30,4994789,4991293,4991687,4994789,4991760.0,3029.0,0.1879865387221068,0.0045082999549515,0.2945454089393395,0.0,0.0499059549846063,0.0057126820734734,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-113.94054074237602,negative,0.1879865387221068,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1879865387221068,-113.94054074237602,0.1751074858509674,0.0057126820734734,0.007166370797666,False,False,True,True,primitive_full_verified,-113.94054074237602,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00031,31,7108243,7103687,7105253,7108243,7105465.0,2778.0,0.1766899326140388,0.0156044991614399,0.2944734990716751,0.0,0.0499059549846063,0.0068229245505902,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-80.20709910296955,negative,0.1766899326140388,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1766899326140388,-80.20709910296955,0.1621275115134674,0.0068229245505902,0.0077394965499812,False,False,True,True,primitive_full_verified,-80.20709910296955,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
b3_00032,32,3293113,3291683,3292063,3293113,3292080.0,1033.0,0.1154116378424172,0.0057314574409166,0.2929410087474235,0.0,0.0499059549846063,0.0061349229944132,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,pass,True,-117.56184933337444,negative,0.1154116378424172,True,False,False,False,True,True,True,True,True,False,True,False,False,True,0.0499059549846063,9.404501539370114e-05,False,primitive_full_verified,0.1154116378424172,-117.56184933337444,0.0971366049932867,0.0061349229944132,0.0121401098547172,False,False,True,True,primitive_full_verified,-117.56184933337444,primitive_full_verified,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0,False,False,False,False,False,F_finite
