file_name,file_path,line,statement_type,statement_text_or_paraphrase,status,v5_compatible,needs_repair
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,13,first_crossing_definition,The unified first-crossing covering/localization stress audit passed empirically.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,75,first_crossing_definition,\text{global first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,77,covering_localization,\text{covered local sign-compatible obstruction}.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,85,first_crossing_definition,The First-Crossing Covering Localization theorem is the shared structural bridge behind both:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,133,first_crossing_definition,be a first crossing point of either:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,149,envelope_definition,"\mathcal H(x)=\theta(x)-x,",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,178,first_crossing_definition,For every post-\(P_0\) first crossing point:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,190,covering_localization,"such that \(x_1\) is covered by \(J\), either as an interior point or as an endpoint controlled by \(J\).",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,212,endpoint_sign_orientation,### Input 2 — SignedLocalExtraction,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,214,first_crossing_definition,If the global first crossing has sign:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,325,endpoint_sign_orientation,"E_\theta(J)>0,",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,358,first_crossing_definition,"If a local row enters the negative R2Q/B2 deficit channel, then O2/B3 repayment prevents it from becoming a surviving first crossing.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,398,first_crossing_definition,"Under Inputs 1–6, no post-\(P_0\) first crossing survives.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,404,first_crossing_definition,\text{global first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,406,covering_localization,\text{covered local sign-compatible obstruction},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,418,first_crossing_definition,Assume for contradiction that a global first crossing survives at:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,435,endpoint_sign_orientation,"By **SignedLocalExtraction**, the local sign matches the global sign.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,459,first_crossing_definition,"By **O2/B3 Import**, this channel is repaid locally or cannot propagate to a surviving global first crossing.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,470,endpoint_sign_orientation,"E_\theta(J)>0,",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,481,first_crossing_definition,Therefore it cannot support a surviving first crossing through the R2Q/B2 obstruction channel.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,487,first_crossing_definition,Thus no post-\(P_0\) first crossing survives.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,630,endpoint_sign_orientation,E_\theta(J)>0,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,680,first_crossing_definition,\text{tail first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,696,first_crossing_definition,\text{tail no-first-crossing propagation}.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,702,first_crossing_definition,## 11. Relationship to Theta First-Crossing,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,704,first_crossing_definition,FCL supplies theta first-crossing's missing structural step:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,708,first_crossing_definition,\theta\text{ first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,723,endpoint_sign_orientation,E_\theta(J)>0,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,738,envelope_definition,|\theta(x)-x|\le C_\theta\sqrt x\log^2x.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,752,first_crossing_definition,Prove the B2/R2Q block system covers every post-\(P_0\) first crossing point.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,754,endpoint_sign_orientation,### FCL-2 — SignedLocalExtraction,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,756,first_crossing_definition,Prove the sign of the global first crossing is extracted into \(E_\theta(J)\).,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,1,first_crossing_definition,# Prime Mesh R2Q — First-Crossing Covering Localization Target,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,7,first_crossing_definition,**Purpose:** Combine B3 covering and theta covering into one proof target: every global first crossing localizes to a covered B2/R2Q interval.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,7,covering_localization,**Purpose:** Combine B3 covering and theta covering into one proof target: every global first crossing localizes to a covered B2/R2Q interval.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,17,first_crossing_definition,\text{global first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,25,first_crossing_definition,"1. in **B3**, where a B2-facing tail first crossing must localize to a B2-active repayment block;",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,26,envelope_definition,"2. in **theta first-crossing**, where a \(\theta(x)-x\) first crossing must localize to a compatible local theta interval \(J\), and then to either the negative R2Q/B2 deficit channel or the positive harmless channel.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,26,first_crossing_definition,"2. in **theta first-crossing**, where a \(\theta(x)-x\) first crossing must localize to a compatible local theta interval \(J\), and then to either the negative R2Q/B2 deficit channel or the positive harmless channel.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,97,envelope_definition,\mathcal H(x)=\theta(x)-x.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,148,finite_zone_coverage,Let \(x_1\) be the first point after the finite certificate threshold \(P_0\) where a global envelope fails.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,172,endpoint_sign_orientation,E_\theta(J)>0,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,228,finite_zone_coverage,\text{ or finite certificate.},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,254,first_crossing_definition,has the same sign as the first crossing and enough local size to activate the sign bridge.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,260,first_crossing_definition,\theta\text{ first crossing},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,277,endpoint_sign_orientation,E_\theta(J)>0,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,294,first_crossing_definition,"Below this threshold, crossings are not handled by the asymptotic first-crossing theorem.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,319,finite_zone_coverage,x<P_0.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,356,first_crossing_definition,The theta first-crossing audit reported:,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,402,first_crossing_definition,The proof should use a contradiction / first-crossing argument.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,404,first_crossing_definition,### Step 1 — Assume first crossing,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,465,endpoint_sign_orientation,E_\theta(J)>0.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,480,first_crossing_definition,Thus no first crossing survives.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,597,endpoint_sign_orientation,"E_\theta(J)>0,",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,622,first_crossing_definition,"If a negative R2Q/B2 deficit channel occurs in a covered block, then O2/B3 prevent it from becoming a surviving tail first crossing.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,644,first_crossing_definition,1. \(x_1\ge P_0\) is a first crossing of either the B2-facing tail envelope or the theta envelope.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,651,first_crossing_definition,Then \(x_1\) cannot be a surviving first crossing.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,657,first_crossing_definition,\text{no post-}P_0\text{ global first crossing survives.},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,686,finite_zone_coverage,4. finite certificates.,found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,826,first_crossing_definition,\text{Theta first-crossing audit passes.},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,834,first_crossing_definition,\text{first crossing localizes to a covered B2/R2Q interval.},found,True,False
Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md,834,covering_localization,\text{first crossing localizes to a covered B2/R2Q interval.},found,True,False
Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,27,first_crossing_definition,\text{surviving first-crossing obstruction},found,True,False
Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,27,threshold_relevance,\text{surviving first-crossing obstruction},found,True,False
Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,41,threshold_relevance,"Thus the threshold relevance interface is now independently named and no longer has to be inferred from FCL, NegativeTransfer, ChannelCompatibility, O2, B3, and FiniteCertificate separately.",found,True,False
Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md,117,first_crossing_definition,remains as a surviving first-crossing proxy in the consolidated inventory.,found,True,False
