block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin,local_theta_sign,endpoint_theta_side,theta_candidate_crossing,theta_positive_candidate,theta_negative_candidate,near_forbidden_R2Q,forbidden_R2Q,B2_active_flag,finite_certificate_flag,covered_flag,B3_block_pass,Q_tail_max_inside,Q_tail_end,Q_local,Q_exc,O2_total_with_o2p4,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,crossing_status,Q_theta,Q_R2Q,E_theta_local,Cplus_value,tail_flag,negative_transfer_near_forbidden_flag,x,post_P0,source_coordinate,side,scale_ratio_local_to_global,scale_ratio_global_to_local,sign_match,scale_compatibility_ok,localization_ok,Q_exc_max,endpoint_line_r2_min
11,211,210,211,1,5.351858133476067,4.351858133476067,5.351858133476071,-4.440892098500626e-15,0.1519376986384418,-21.43649372849265,-17.08463559501658,-0.0410634379539066,-17.08463559501658,-0.0410634379539066,negative,negative,positive,False,0.1912764152417241,False,0.0,0.1912764152417241,0.6161673473242094,False,p<100M,0.60-0.65,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.4646693892968376,0.0,0.1912764152417241,,0.0301511056,True,False,False,positive_harmless,0.1519376986384418,0.1912764152417241,4.351858133476067,0.1912764152417241,False,False,211,False,theta_local,positive,0.06884283908215143,14.52583904633395,True,True,True,,
12,3279709,3278912,3279709,797,630.1317191179364,-166.86828088206357,630.1317191179842,-4.7748471843078726e-11,-0.0262586899807756,-900.2250913833268,-1067.0933722653426,-0.002617659727276,-1067.0933722653426,-0.002617659727276,negative,negative,negative,False,0.1060058846880691,False,0.0173446147503645,0.1060058846880691,0.6235492881763838,False,p<100M,0.60-0.65,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.4941971527055351,0.0,0.1060058846880691,0.0114062615417102,0.0301511056,False,True,True,negative_transferred_repaid,0.0262586899807756,0.1060058846880691,-166.86828088206357,,False,False,3279709,False,theta_local,negative,0.015588757633318009,64.14879386300098,True,True,True,0.0114062615417102,0.9488369824627793
13,42899,42898,42899,1,10.666603794621116,9.666603794621116,10.666603794619732,1.3837819778927953e-12,0.0849613864787405,-150.99528244644898,-141.32867865182925,-0.0059972808444038,-141.32867865182925,-0.0059972808444038,negative,negative,positive,False,0.0968247715409328,False,0.0,0.0968247715409327,0.6188815394349537,False,p<100M,0.60-0.65,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.4755261577398149,0.0,0.0968247715409328,,0.0301511056,True,False,False,positive_harmless,0.0849613864787405,0.0968247715409328,9.666603794621116,0.0968247715409328,False,False,42899,False,theta_local,positive,0.004828101767762978,207.12073773526396,True,True,True,,
14,1195669,1195386,1195591,205,223.90523282037472,18.90523282037472,223.90523281996136,4.133369202463655e-10,0.0067422977497207,-641.1862259756308,-622.2809931556694,-0.0029060433926579,-686.2867767363787,-0.0032048150719956,negative,negative,positive,False,0.0899443884131837,False,0.0,0.0899443884131837,0.6157012647698638,False,p<100M,0.60-0.65,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.462805059079455,0.0,0.0899443884131837,0.0127144572989962,0.0301511056,True,False,False,positive_harmless,0.0067422977497207,0.0899443884131837,18.90523282037472,0.0899443884131837,False,False,1195591,False,theta_local,positive,0.013094522345503177,76.3678104183321,True,True,True,0.0127144572989962,0.8807115543537705
15,43133,43132,43133,1,10.672043644375696,9.672043644375696,10.6720436443793,-3.604228027143108e-12,0.0849225570081055,-150.27838163061097,-140.6063379862317,-0.0059443569379127,-140.6063379862317,-0.0059443569379127,negative,negative,positive,False,0.0943896668138165,False,0.0,0.0943896668138165,0.6098001375419628,False,p<100M,0.60-0.65,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.4392005501678513,0.0,0.0943896668138165,,0.0301511056,True,False,False,positive_harmless,0.0849225570081055,0.0943896668138165,9.672043644375696,0.0943896668138165,False,False,43133,False,theta_local,positive,0.004814987536601454,207.68485741623053,True,True,True,,
16,58309,58308,58309,1,10.973511734352114,9.973511734352114,10.973511734351632,4.813927034774679e-13,0.0828241215201216,-194.49956185246265,-184.52605011811104,-0.006345978904787,-184.52605011811104,-0.006345978904787,negative,negative,positive,False,0.0939517191622745,False,0.0,0.0939517191622745,0.6010007595452326,False,p<100M,0.60-0.65,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.4040030381809303,0.0,0.0939517191622745,,0.0301511056,True,False,False,positive_harmless,0.0828241215201216,0.0939517191622745,9.973511734352114,0.0939517191622745,False,False,58309,False,theta_local,positive,0.004141257194078538,241.47256572952548,True,True,True,,
17,59333,59332,59333,1,10.990920922612805,9.990920922612805,10.990920922609805,3.002043058586424e-12,0.0827060643791465,-197.16599189383123,-187.17507097122143,-0.0063610921373628,-187.17507097122143,-0.0063610921373628,negative,negative,positive,False,0.0929815072257821,False,0.0,0.0929815072257821,0.5990148784799189,False,p<100M,0.55-0.60,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.3960595139196754,0.0,0.0929815072257821,,0.0301511056,True,False,False,positive_harmless,0.0827060643791465,0.0929815072257821,9.990920922612805,0.0929815072257821,False,False,59333,False,theta_local,positive,0.004105365668222031,243.58366119261774,True,True,True,,
18,3241093,3239129,3241093,1964,1798.9329586309354,-165.06704136906455,1798.9329586341046,-3.169134288327768e-09,-0.0165731100488926,-919.3058718373068,-1084.3729132032022,-0.002680077193231,-1084.3729132032022,-0.002680077193231,negative,negative,negative,False,0.159654089699117,False,0.0,0.159654089699117,0.5971423528302159,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.3885694113208635,0.0,0.159654089699117,0.0081749848918229,0.0301511056,False,True,True,negative_transferred_repaid,0.0165731100488926,0.159654089699117,-165.06704136906455,,False,False,3241093,False,theta_local,negative,0.02461642579007996,40.62328172772282,True,True,True,0.0081749848918229,0.99520402059696
19,1515197,1513853,1515197,1344,1280.753446878976,-63.24655312102391,1280.7534468783997,5.763922672485933e-10,-0.0085184969239803,-689.6372385844588,-752.8837917060591,-0.0030200848182414,-752.8837917060591,-0.0030200848182414,negative,negative,negative,False,0.1510851987794436,False,0.0,0.1510851987794436,0.5942937247376517,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.3771748989506069,0.0,0.1510851987794436,0.0103425912084517,0.0301511056,False,True,True,negative_transferred_repaid,0.0085184969239803,0.1510851987794436,-63.24655312102391,,False,False,1515197,False,theta_local,negative,0.029782769714359624,33.57646080572065,True,True,True,0.0103425912084517,0.9923597444166156
20,58511,58510,58511,1,10.97697004973177,9.97697004973177,10.976970049734518,-2.748024030552188e-12,0.0828006431181152,-176.999139295629,-167.02216924589447,-0.0057304720825253,-167.02216924589447,-0.0057304720825253,negative,negative,positive,False,0.0923670994574258,False,0.0,0.0923670994574258,0.5935433641279962,False,p<100M,0.55-0.60,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.3741734565119849,0.0,0.0923670994574258,,0.0301511056,True,False,False,positive_harmless,0.0828006431181152,0.0923670994574258,9.97697004973177,0.0923670994574258,False,False,58511,False,theta_local,positive,0.004134102494940063,241.89047108143802,True,True,True,,
21,30847123,30831334,30847123,15789,15364.66839069262,-424.33160930738086,15364.668390654027,3.859167918562889e-08,-0.0113559673856094,-2698.0201721712947,-3122.351781517267,-0.0018904733671001,-3122.351781517267,-0.0018904733671001,negative,negative,negative,False,0.338124053326903,False,0.0,0.338124053326903,0.5910684424741468,False,p<100M,0.55-0.60,0.05-0.10,negative,negative,True,False,True,False,False,True,True,True,True,0.3642737698965872,0.0,0.338124053326903,0.0060303868534807,0.0301511056,False,True,True,negative_transferred_repaid,0.0113559673856094,0.338124053326903,-424.33160930738086,,False,False,30847123,False,theta_local,negative,0.022624030613567287,44.20078884618885,True,True,True,0.0060303868534807,0.999651596767485
22,60209,60208,60209,1,11.005577121783782,10.005577121783782,11.005577121781243,2.538413923502958e-12,0.0826069335200711,-182.35429245248088,-172.34871533069963,-0.0057989811969196,-172.34871533069963,-0.0057989811969196,negative,negative,positive,False,0.0940510554686493,False,0.0,0.0940510554686492,0.5866139076909833,False,p<100M,0.55-0.60,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.3464556307639332,0.0,0.0940510554686493,,0.0301511056,True,False,False,positive_harmless,0.0826069335200711,0.0940510554686493,10.005577121783782,0.0940510554686493,False,False,60209,False,theta_local,positive,0.004075391102211499,245.37522287305208,True,True,True,,
23,354619,354550,354553,3,25.55722059933116,22.55722059933116,25.557220599323045,8.114398042380344e-12,0.0797526025198991,-359.6596145264921,-337.10239392716903,-0.0034669997536609,-364.766193573887,-0.0037510554612988,negative,negative,positive,False,0.0920232096308952,False,0.0,0.0920232096308952,0.5839609557801748,False,p<100M,0.55-0.60,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.3358438231206992,0.0,0.0920232096308952,,0.0301511056,True,False,False,positive_harmless,0.0797526025198991,0.0920232096308952,22.55722059933116,0.0920232096308952,False,False,354553,False,theta_local,positive,0.0029089261571807316,343.76946885760015,True,True,True,,
24,180619079,180557417,180619079,61662,60495.3266136878,-1166.673386312199,60495.32661446929,-7.814887794665992e-07,-0.0129983853165777,-6201.409956872463,-7368.083342403173,-0.0015167766599432,-7368.083342403173,-0.0015167766599432,negative,negative,negative,False,0.5459231094474968,False,0.0,0.5459231094474968,0.5828287928298714,False,100M<=p<500M,0.55-0.60,0.018-0.05,negative,negative,True,False,True,False,False,True,True,True,True,0.3313151713194857,0.0,0.5459231094474968,0.0051149881925594,0.0301511056,False,True,True,negative_transferred_repaid,0.0129983853165777,0.5459231094474968,-1166.673386312199,,False,False,180619079,False,theta_local,negative,0.018476809950255735,54.12189672850746,True,True,True,0.0051149881925594,0.999777309752278
25,109813367,109790208,109813367,23159,22439.19357068757,-719.8064293124298,22439.193570658565,2.9005605028942227e-08,-0.0137988077432052,-5068.864401891828,-5788.670831233263,-0.0016115248032551,-5788.670831233263,-0.0016115248032551,negative,negative,negative,False,0.3557665519303423,False,0.0,0.3557665519303423,0.5818528069713539,False,100M<=p<500M,0.55-0.60,0.05-0.10,negative,negative,True,False,True,False,False,True,True,True,True,0.3274112278854155,0.0,0.3557665519303423,0.0045682420338709,0.0301511056,False,True,True,negative_transferred_repaid,0.0137988077432052,0.3557665519303423,-719.8064293124298,,False,False,109813367,False,theta_local,negative,0.014522196119144612,68.86010847090131,True,True,True,0.0045682420338709,0.9996684659397096
26,230647,230560,230563,3,24.69655017143579,21.69655017143579,24.696550171414856,2.0932588995492548e-11,0.0821469680902342,-318.4488748048316,-296.7523246334167,-0.0040530916644466,-331.35846971508,-0.0045246568945039,negative,negative,positive,False,0.0944180902326222,False,0.0,0.0944180902326222,0.5809506984984212,False,p<100M,0.55-0.60,0.25-0.50,positive,negative,True,True,False,False,False,True,True,True,True,0.3238027939936847,0.0,0.0944180902326222,,0.0301511056,True,False,False,positive_harmless,0.0821469680902342,0.0944180902326222,21.69655017143579,0.0944180902326222,False,False,230563,False,theta_local,positive,0.00360737625360393,277.2097861987519,True,True,True,,
27,1192781,1192323,1192781,458,419.7475054537239,-38.252494546276125,419.7475054534152,3.0865976441418747e-10,-0.0091301930976054,-628.5907612997107,-666.8432558462955,-0.0031188633484794,-666.8432558462955,-0.0031188633484794,negative,negative,negative,False,0.0967472985369818,False,0.0,0.0967472985369818,0.5803693748006622,False,p<100M,0.55-0.60,0.25-0.50,negative,negative,True,False,True,False,False,True,True,True,True,0.3214774992026488,0.0,0.0967472985369818,0.0120403626533005,0.0301511056,False,True,True,negative_transferred_repaid,0.0091301930976054,0.0967472985369818,-38.252494546276125,,False,False,1192781,False,theta_local,negative,0.019595321021403343,51.03259083674781,True,True,True,0.0120403626533005,0.9084117540409676
28,109670797,109660803,109670797,9994,9293.499620888608,-700.5003791113922,9293.499621033669,-1.4506076695397496e-07,-0.0204449190937458,-5073.22338475287,-5773.723763719201,-0.0016086338239377,-5773.723763719201,-0.0016086338239377,negative,negative,negative,False,0.2345732370876761,False,0.0040775732389164,0.2345732370876761,0.5767472460352718,False,100M<=p<500M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.3069889841410873,0.0,0.2345732370876761,0.0098010101179576,0.0301511056,False,True,True,negative_transferred_repaid,0.0204449190937458,0.2345732370876761,-700.5003791113922,,False,False,109670797,False,theta_local,negative,0.009546060286687162,104.75525713938657,True,True,True,0.0098010101179576,0.998406600867123
29,3456977,3455716,3456977,1261,1204.4570749115694,-56.54292508843059,1204.4570749104023,1.1671090760501102e-09,-0.0070243637516301,-1030.959603616502,-1087.5025287060998,-0.0025802886680358,-1087.5025287060998,-0.0025802886680358,negative,negative,negative,False,0.1341559286414388,False,0.0,0.1341559286414388,0.5761187178156421,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.3044748712625682,0.0,0.1341559286414388,0.0077614986724626,0.0301511056,False,True,True,negative_transferred_repaid,0.0070243637516301,0.1341559286414388,-56.54292508843059,,False,False,3456977,False,theta_local,negative,0.019098941489281478,52.35892264297528,True,True,True,0.0077614986724626,0.9864375141870492
30,4994789,4991760,4994789,3029,2915.059459257624,-113.94054074237602,2915.0594592560083,1.615717337699607e-09,-0.0087024175108216,-1178.6152836075053,-1292.555824351497,-0.0024310954553966,-1292.555824351497,-0.0024310954553966,negative,negative,negative,False,0.1879865387221068,False,0.0,0.1879865387221068,0.5736363522348349,False,p<100M,0.55-0.60,0.05-0.10,negative,negative,True,False,True,False,False,True,True,True,True,0.2945454089393395,0.0,0.1879865387221068,0.0057126820734734,0.0301511056,False,True,True,negative_transferred_repaid,0.0087024175108216,0.1879865387221068,-113.94054074237602,,False,False,4994789,False,theta_local,negative,0.02462584056341722,40.60775092832951,True,True,True,0.0057126820734734,0.9981849647148164
31,7108243,7105465,7108243,2778,2697.7929008970304,-80.20709910296955,2697.7929008957,1.330590748693794e-09,-0.0061137931253432,-1446.1588262310252,-1526.3659253353253,-0.002300072788315,-1526.3659253353253,-0.002300072788315,negative,negative,negative,False,0.1766899326140388,False,0.0,0.1766899326140388,0.5736183747679188,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.2944734990716751,0.0,0.1766899326140388,0.0068229245505902,0.0301511056,False,True,True,negative_transferred_repaid,0.0061137931253432,0.1766899326140388,-80.20709910296955,,False,False,7108243,False,theta_local,negative,0.01976901303120424,50.58421472137016,True,True,True,0.0068229245505902,0.997324670607066
32,3293113,3292080,3293113,1033,915.4381506666256,-117.56184933337444,915.438150666654,-2.8535396268125623e-11,-0.016240843463246,-953.7751942784524,-1071.3370436117984,-0.0026212904005023,-1071.3370436117984,-0.0026212904005023,negative,negative,negative,False,0.1154116378424172,False,0.0,0.1154116378424172,0.5732352521868559,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.2929410087474235,0.0,0.1154116378424172,0.0061349229944132,0.0301511056,False,True,True,negative_transferred_repaid,0.016240843463246,0.1154116378424172,-117.56184933337444,,False,False,3293113,False,theta_local,negative,0.01771115337926206,56.461596745635845,True,True,True,0.0061349229944132,0.990796777174865
33,1197697,1197615,1197619,4,27.99169028406876,23.99169028406876,27.99169028410688,-3.8120617773529375e-11,0.0612390577643984,-658.9880678046029,-634.996377520496,-0.002962194697145,-671.0087393932045,-0.003130057710692,negative,negative,positive,False,0.0726584885625681,False,0.0,0.0726584885625681,0.5714546434153948,False,p<100M,0.55-0.60,0.25-0.50,positive,negative,True,True,False,False,False,True,True,True,True,0.285818573661579,0.0,0.0726584885625681,,0.0301511056,True,False,False,positive_harmless,0.0612390577643984,0.0726584885625681,23.99169028406876,0.0726584885625681,False,False,1197619,False,theta_local,positive,0.0018275728547393424,547.1738089164303,True,True,True,,
34,127,126,127,1,4.844187086458591,3.844187086458591,4.844187086458589,1.7763568394002505e-15,0.1638184076850698,-18.930195560461783,-15.086008474003194,-0.057046719039518,-15.086008474003194,-0.057046719039518,negative,negative,positive,False,0.2157084836048593,False,0.0,0.2157084836048593,0.5387179394323075,False,p<100M,0.50-0.55,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.15487175772923,0.0,0.2157084836048593,,0.0301511056,True,False,False,positive_harmless,0.1638184076850698,0.2157084836048593,3.844187086458591,0.2157084836048593,False,False,127,False,theta_local,positive,0.08873565094161139,11.269427669584644,True,True,True,,
35,354953,354952,354953,1,12.779740665326448,11.779740665326448,12.779740665340796,-1.4347634191835823e-11,0.0721259667898836,-378.2855784183485,-366.50583775300765,-0.0037666163662664,-366.50583775300765,-0.0037666163662664,negative,negative,positive,False,0.080127585396028,False,0.0,0.080127585396028,0.5708743245352553,False,p<100M,0.55-0.60,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.2834972981410213,0.0,0.080127585396028,,0.0301511056,True,False,False,positive_harmless,0.0721259667898836,0.080127585396028,11.779740665326448,0.080127585396028,False,False,354953,False,theta_local,positive,0.0016784738305106986,595.7793215612639,True,True,True,,
36,39707851,39704004,39707851,3847,3394.4196601234057,-452.5803398765943,3394.419660113752,9.653831511968748e-09,-0.0238344126731367,-3111.9928850978613,-3564.5732249841094,-0.0018477329872244,-3564.5732249841094,-0.0018477329872244,negative,negative,negative,False,0.1623741874086595,False,0.0028359777280191,0.1623741874086595,0.570765763152409,False,p<100M,0.55-0.60,0.10-0.25,negative,negative,True,False,True,False,False,True,True,True,True,0.283063052609636,0.0,0.1623741874086595,0.0110407093348006,0.0301511056,False,True,True,negative_transferred_repaid,0.0238344126731367,0.1623741874086595,-452.5803398765943,,False,False,39707851,False,theta_local,negative,0.009842896113245398,101.59611444586102,True,True,True,0.0110407093348006,0.993847540847088
37,1657,1656,1657,1,7.412764017426562,6.412764017426562,7.412764017426525,3.6415315207705135e-14,0.1167037763024239,-46.560019535945685,-40.14725551851916,-0.01794875206206,-40.14725551851916,-0.01794875206206,negative,negative,positive,False,0.1389495863976313,False,0.0,0.1389495863976313,0.5646890667962472,False,p<100M,0.55-0.60,0.50-1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.2587562671849888,0.0,0.1389495863976313,,0.0301511056,True,False,False,positive_harmless,0.1167037763024239,0.1389495863976313,6.412764017426562,0.1389495863976313,False,False,1657,False,theta_local,positive,0.024566243134638045,40.70626487409524,True,True,True,,
38,156007,155920,155921,1,11.957104747706284,10.957104747706284,11.95710474770749,-1.20614629395277e-12,0.0766308585381272,-253.18551290550383,-242.2284081577964,-0.0042906264116584,-316.270752000768,-0.005600088189198,negative,negative,positive,False,0.0868104441327406,False,0.0,0.0868104441327406,0.5692447049653862,False,p<100M,0.55-0.60,>=1.00,positive,negative,True,True,False,False,False,True,True,True,True,0.2769788198615446,0.0,0.0868104441327406,,0.0301511056,True,False,False,positive_harmless,0.0766308585381272,0.0868104441327406,10.957104747706284,0.0868104441327406,False,False,155921,False,theta_local,positive,0.0025327233183619464,394.83191580782534,True,True,True,,
39,39690667,39682692,39690667,7975,7610.989022311079,-364.0109776889212,7610.989022374153,-6.307436706265436e-08,-0.0133149790272631,-3180.960251748562,-3544.9712293744087,-0.0018380607773058,-3544.9712293744087,-0.0018380607773058,negative,negative,negative,False,0.2349256240499423,False,0.0,0.2349256240499423,0.5675301253868136,False,p<100M,0.55-0.60,0.05-0.10,negative,negative,True,False,True,False,False,True,True,True,True,0.2701205015472543,0.0,0.2349256240499423,0.0069005695359736,0.0301511056,False,True,True,negative_transferred_repaid,0.0133149790272631,0.2349256240499423,-364.0109776889212,,False,False,39690667,False,theta_local,negative,0.014174937322052258,70.54704915303422,True,True,True,0.0069005695359736,0.9982901734676172
