candidate_id,block_id,x,y,h,p_star,E_theta_sign,DeltaD_sign,post_P0_flag,finite_zone_flag,finite_certified_flag,E_theta,DeltaD,Q_delta_D,Q_R2Q,Q_exc,epsilon,near_forbidden_flag,forbidden_flag,threshold_relevant_flag,positive_harmless_flag,negative_transfer_flag,channel_compatible_flag,O2_repaid_flag,B3_no_accumulation_flag,endpoint_repaid_flag,E_theta_normalized,scale_ratio,h_over_x,pstar_over_x,log_pstar,sqrt_h,normalizer,Q_delta_D_share,Q_exc_share,epsilon_share,h_bin,p_star_bin,window_class,short_window_flag,single_step_flag,finite_short_flag,post_P0_tail_flag,sign_consistent,sign_inconsistent_flag,sign_consistency_class,row_regime,failure_type,endpoint_motion_pass_flag,status
hexc_00010,11,211,210,1,211,positive,negative,False,True,True,4.351858133476067,-5.028508068476066,0.1755617761599286,0.1912764152417241,0.0,0.0157146390817954,False,False,False,True,False,True,False,True,True,0.2995942691912447,0.9178432999074337,0.004739336492890996,1.0,5.351858133476067,1.0,28.642385480853928,0.9178432999074337,0.0,0.08215670009256576,h=1,p<1K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00011,12,3279709,3278912,797,3279709,negative,negative,False,True,True,-166.86828088206357,-466.2432979484343,0.0733688760483797,0.1060058846880691,0.0114062615417102,0.021230747097979,False,False,False,False,False,True,True,True,True,-0.09214168202966502,0.6921207842779065,0.00024300936455033052,1.0,15.003265256912323,28.231188426986208,6354.78315956471,0.6921207842779065,0.10760026743113411,0.20027894829095758,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00012,13,42899,42898,1,42899,positive,negative,False,True,True,9.666603794621116,-10.343253729621123,0.0909085751563544,0.0968247715409328,0.0,0.0059161963845783,False,False,False,True,False,True,False,True,True,0.046671346869074516,0.9388979050461551,2.3310566679875986e-05,1.0,10.666603794621116,1.0,113.77643651142559,0.9388979050461551,0.0,0.06110209495384371,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00013,14,1195591,1195386,205,1195669,positive,negative,False,True,True,18.90523282037472,-181.7593802670372,0.0648220454203745,0.0899443884131837,0.0127144572989962,0.0124078856938128,False,False,False,True,False,True,False,True,True,0.017289265573855316,0.720690268331105,0.00017146331814140453,1.0000652397015368,13.994216419335903,14.317821063276353,2803.974775684992,0.720690268331105,0.14135909447278608,0.13795063719610662,65<=h<=256,1M<=p<100M,65<=h<=256,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00014,15,43133,43132,1,43133,positive,negative,False,True,True,9.672043644375696,-10.34869357937572,0.0908636843222885,0.0943896668138165,0.0,0.0035259824915279,False,False,False,True,False,True,False,True,True,0.04657076960113428,0.9626444015478623,2.318410497762734e-05,1.0,10.672043644375696,1.0,113.8925155474597,0.9626444015478623,0.0,0.03735559845213667,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00015,16,58309,58308,1,58309,positive,negative,False,True,True,9.973511734352114,-10.650161669352116,0.0884432993920433,0.0939517191622745,0.0,0.0055084197702311,False,False,False,True,False,True,False,True,True,0.0413028772201124,0.9413696756233167,1.7150011147507247e-05,1.0,10.973511734352114,1.0,120.41795978396352,0.9413696756233167,0.0,0.05863032437668217,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00016,17,59333,59332,1,59333,positive,negative,False,True,True,9.990920922612805,-10.667570857612787,0.0883074552338765,0.0929815072257821,2.3527838405727803e-16,0.0046740519919053,False,False,False,True,False,True,False,True,True,0.04101638374961579,0.9497313806652342,1.6854027269816123e-05,1.0,10.990920922612803,1.0,120.80034272712787,0.9497313806652342,2.530378255602632e-15,0.0502686193347624,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00017,18,3241093,3239129,1964,3241093,negative,negative,False,True,True,-165.06704136906455,-1395.5062112850246,0.1401120285534746,0.159654089699117,0.0081749848918229,0.0113670762538194,False,False,False,False,False,True,True,True,True,-0.09168844782493037,0.8775974910353299,0.0006059684186785136,1.0,14.991421176559264,44.31703961232068,9959.931532590872,0.8775974910353299,0.05120435628820671,0.07119815267646268,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00018,19,1515197,1513853,1344,1515197,negative,negative,False,True,True,-63.24655312102391,-1004.7642034281848,0.1353288100910507,0.1510851987794436,0.0103425912084517,0.0054137974799411,False,False,False,False,False,True,True,True,True,-0.05138097142901149,0.8957118975539469,0.0008870133718585768,1.0,14.231056021475348,36.66060555964672,7424.614187859693,0.8957118975539469,0.06845535692447258,0.035832745521579785,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00019,20,58511,58510,1,58511,positive,negative,False,True,True,9.97697004973177,-10.653619984731762,0.0884162808823417,0.0923670994574258,0.0,0.003950818575084,False,False,False,True,False,True,False,True,True,0.04124581677453839,0.9572269931794802,1.7090803438669653e-05,1.0,10.97697004973177,1.0,120.4938714727083,0.9572269931794802,0.0,0.042773006820518676,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00020,21,30847123,30831334,15789,30847123,negative,negative,False,True,True,-424.33160930738086,-12121.907568691418,0.3244066291128366,0.338124053326903,0.0060303868534807,0.0076870373605856,False,False,False,False,False,True,True,True,True,-0.07640082563265016,0.9594307944699686,0.0005118467612036299,1.0,17.24455404626836,125.65428763078481,37366.399083278666,0.9594307944699686,0.01783483545209497,0.02273437007793606,8193<=h<=65536,1M<=p<100M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00021,22,60209,60208,1,60209,positive,negative,False,True,True,10.005577121783782,-10.682227056783772,0.0881934154907322,0.0940510554686493,0.0,0.005857639977917,False,False,False,True,False,True,False,True,True,0.040776639974608564,0.9377185088595879,1.6608812635984655e-05,1.0,11.005577121783782,1.0,121.12272778353059,0.9377185088595879,0.0,0.06228149114041117,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00022,23,354553,354550,3,354619,positive,negative,False,True,True,22.55722059933116,-24.91052046929002,0.088072855820278,0.0920232096308952,0.0146788192753852,-0.010728465464768,False,False,False,True,False,True,False,True,True,0.03787953040366158,0.9570722013885187,8.461358386475366e-06,1.0001861498845024,12.778799252687088,1.7320508075688772,282.8399310693702,0.9570722013885187,0.15951214192877966,-0.11658434331729832,2<=h<=4,100K<=p<1M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00023,24,180619079,180557417,61662,180619079,negative,negative,False,True,True,-1166.673386312199,-47831.82037550756,0.5329138719787416,0.5459231094474968,0.0051149881925594,0.0078942492761956,False,False,False,False,False,True,True,True,True,-0.08680954487650132,0.9761702019137435,0.0003413925059378694,1.0,19.011900835670836,248.31834406664362,89755.2548180161,0.9761702019137435,0.009369429694478477,0.014460368391777736,8193<=h<=65536,100M<=p<500M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00024,25,109813367,109790208,23159,109813367,negative,negative,False,True,True,-719.8064293124298,-17682.881280788435,0.3389837450779626,0.3557665519303423,0.0045682420338709,0.0122145648185086,False,False,False,False,False,True,True,True,True,-0.06868914611063646,0.9528263498597088,0.00021089418012289887,1.0,18.514292819156463,152.18081350814234,52164.39294669296,0.9528263498597088,0.012840560780894726,0.03433308935939589,8193<=h<=65536,100M<=p<500M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00025,26,230563,230560,3,230647,positive,negative,False,True,True,21.69655017143579,-24.04985004133846,0.0910569767225814,0.0944180902326222,0.0151761792087925,-0.0118150656987517,False,False,False,True,False,True,False,True,True,0.0451769367410361,0.964401805821746,1.3011628058274744e-05,1.0003643255856316,12.34864368218124,1.7320508075688772,264.11869696278075,0.964401805821746,0.16073380822893418,-0.1251356140506801,2<=h<=4,100K<=p<1M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00026,27,1192781,1192323,458,1192781,negative,negative,False,True,True,-38.252494546276125,-325.52679180880466,0.0776974809855303,0.0967472985369818,0.0120403626533005,0.0070094548981509,False,False,False,False,False,True,True,True,True,-0.03502510175133404,0.8030971630265243,0.0003839766059318517,1.0,13.991798113399025,21.400934559032695,4189.669828156048,0.8030971630265243,0.12445166775068198,0.07245116922279256,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00027,28,109670797,109660803,9994,109670797,negative,negative,False,True,True,-700.5003791113922,-7240.816620533022,0.2113316628996534,0.2345732370876761,0.0098010101179576,0.0134405640700649,False,False,False,False,False,True,True,True,True,-0.06689025858698672,0.9009197533504825,9.112726699706577e-05,1.0,18.5129936819663,99.9699954986495,34262.81003604829,0.9009197533504825,0.04178230321430185,0.05729794343521482,8193<=h<=65536,100M<=p<500M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00028,29,3456977,3455716,1261,3456977,negative,negative,False,True,True,-56.54292508843059,-945.3034224797802,0.1174356488415478,0.1341559286414388,0.0077614986724626,0.0089587811274282,False,False,False,False,False,True,True,True,True,-0.030410952766709756,0.87536682150977,0.0003647695660109975,1.0,15.055905065714143,35.510561809129406,8049.543999669534,0.87536682150977,0.05785430991430063,0.06677886857592788,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00029,30,4994789,4991760,3029,4994789,negative,negative,False,True,True,-113.94054074237602,-2292.6780519420754,0.1751074858509674,0.1879865387221068,0.0057126820734734,0.0071663707976659,False,False,False,False,False,True,True,True,True,-0.050982332717800206,0.9314894940952234,0.0006064320234548447,1.0,15.42390572693032,55.036351623268054,13092.975670345444,0.9314894940952234,0.03038878268788297,0.038121723216893035,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00030,31,7108243,7105465,2778,7108243,negative,negative,False,True,True,-80.20709910296955,-2126.957375998616,0.1621275115134674,0.1766899326140388,0.0068229245505902,0.007739496549981,False,False,False,False,False,True,True,True,True,-0.030083729582588235,0.9175820552697729,0.000390813876227923,1.0,15.77676565450406,52.706735812417755,13119.040415432122,0.9175820552697729,0.038615242247526264,0.0438027024826997,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00031,32,3293113,3292080,1033,3293113,negative,negative,False,True,True,-117.56184933337444,-703.1382912358818,0.0971366049932867,0.1154116378424172,0.0061349229944132,0.0121401098547171,False,False,False,False,False,True,True,True,True,-0.06478330384148458,0.8416534658828498,0.0003136849540237459,1.0,15.007343875983839,32.14031735997639,7238.654174546005,0.8416534658828498,0.053156883561342495,0.105189650555806,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00032,33,1197619,1197615,4,1197697,positive,negative,False,True,True,23.99169028406876,-27.20127901406522,0.069431568892584,0.0726584885625681,0.0177247165152088,-0.0144977968452248,False,False,False,True,False,True,False,True,True,0.02192236303905748,0.9555878503142092,3.3399603713701938e-06,1.0000651292272418,13.995911104131594,2.0,391.7710552695081,0.9555878503142092,0.24394557147917537,-0.19953342179338582,2<=h<=4,1M<=p<100M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00033,34,127,126,1,127,positive,negative,False,True,True,3.844187086458591,-4.520837021458592,0.1926535586334653,0.2157084836048593,0.0,0.0230549249713939,False,False,False,True,False,True,False,True,True,0.3411164434582396,0.8931199895984312,0.007874015748031496,1.0,4.844187086458591,1.0,23.466148528612173,0.8931199895984312,0.0,0.10688001040156836,h=1,p<1K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00034,35,354953,354952,1,354953,positive,negative,False,True,True,11.779740665326448,-12.456390600326472,0.0762690147674882,0.080127585396028,0.0,0.0038585706285397,False,False,False,True,False,True,False,True,True,0.019771986436953132,0.9518446661100675,2.8172743997092572e-06,1.0,12.779740665326448,1.0,163.3217714729985,0.9518446661100675,0.0,0.04815533388993115,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00035,36,39707851,39704004,3847,39707851,negative,negative,False,True,True,-452.5803398765943,-2604.19045438886,0.1371454844597804,0.1623741874086595,0.0110407093348006,0.0141879936140783,False,False,False,False,False,True,True,True,True,-0.07182199964797023,0.8446261480872935,9.688260389614134e-05,1.0,17.497059484292244,62.02418882984283,18988.52495688672,0.8446261480872935,0.06799547089965478,0.0873783810130504,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00036,37,1657,1656,1,1657,positive,negative,False,True,True,6.412764017426562,-7.089413952426561,0.129017905192041,0.1389495863976313,6.465466393439502e-17,0.0099316812055901,False,False,False,True,False,True,False,True,True,0.15753752001715915,0.9285231322879303,0.0006035003017501509,1.0,7.4127640174265625,1.0,54.94907037805399,0.9285231322879303,4.653102294912422e-16,0.07147686771206832,h=1,1K<=p<100K,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00037,38,155921,155920,1,156007,positive,negative,False,True,True,10.957104747706284,-11.633754682706297,0.081363154764434,0.0868104441327406,0.0,0.0054472893683065,False,False,False,True,False,True,False,True,True,0.02774110592852824,0.9372507602889667,6.4135042746005994e-06,1.0005515613676157,11.957656157019837,1.0,142.98554076951442,0.9372507602889667,0.0,0.0627492397110321,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00038,39,39690667,39682692,7975,39690667,negative,negative,False,True,True,-364.0109776889212,-5972.95270429004,0.2184817075940539,0.2349256240499423,0.0069005695359736,0.0095433469199146,False,False,False,False,False,True,True,True,True,-0.057779034774831484,0.9300037340652434,0.00020092884808411006,1.0,17.496626629858657,89.30285549745876,27338.45670681034,0.9300037340652434,0.029373422179381437,0.04062284375537426,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00039,40,30417481,30409154,8327,30417481,negative,negative,False,True,True,-228.7179970545885,-6388.011550910226,0.2357893781039462,0.24963148266117,0.0085348501864403,0.0053072543707834,False,False,False,False,False,True,True,True,True,-0.04147044698696968,0.9445498443959812,0.0002737570543727799,1.0,17.230528034003125,91.25239722878517,27092.02425604648,0.9445498443959812,0.03418979888055559,0.021260356723462825,8193<=h<=65536,1M<=p<100M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00040,41,604672261,604520611,151650,604672261,negative,negative,True,False,False,-1617.0683062109456,-118889.25056613778,0.7467076670478365,0.7568596623500748,0.0014698183580815,0.0086821769441567,True,False,True,False,True,True,True,True,True,-0.06576098992856243,0.9865866873249447,0.0002507970181221857,1.0,20.220197151857885,389.4226495724151,159217.93201370913,0.9865866873249447,0.0019419958959335528,0.011471316779121572,h>65536,p>=500M,h>65536,False,False,False,True,True,False,consistent,threshold_relevant_negative,,True,pass
hexc_00041,42,7117417,7115469,1948,7117417,negative,negative,False,True,True,-117.76229972501552,-1430.1054790106923,0.1301567329770984,0.1460888226947264,0.007641518998895,0.0082905707187329,False,False,False,False,False,True,True,True,True,-0.04414129524215777,0.8909424456727919,0.00027369479686240104,1.0,15.778055436668373,44.13615298142782,10987.564348763462,0.8909424456727919,0.0523073487618081,0.05675020556539934,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00042,43,12781267,12779528,1739,12781267,negative,negative,False,True,True,-151.7480364006467,-1229.9006183879278,0.1101458902583867,0.1300675391522673,0.0053725661686165,0.014549082725264,False,False,False,False,False,True,True,True,True,-0.04244593712417009,0.8468361204976843,0.0001360584987388183,1.0,16.363491141279816,41.701318923986086,11166.105385346242,0.8468361204976843,0.04130597229433972,0.11185790720797523,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00043,44,109588091,109577354,10737,109588091,negative,negative,False,True,True,-629.3445955758762,-7902.204580257003,0.2225301612998425,0.2415685632788372,0.0066368119233886,0.0124015900556059,False,False,False,False,False,True,True,True,True,-0.06011831868230714,0.9211884124300599,9.797597441495719e-05,1.0,18.512239267815275,103.61949623502326,35510.71249892,0.9211884124300599,0.02747382289030662,0.051337764679632684,8193<=h<=65536,100M<=p<500M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00044,45,12836777,12833438,3339,12836777,negative,negative,False,True,True,-163.66723291570224,-2489.441898656397,0.1608095545919656,0.1752468754780604,0.0060864238556851,0.0083508970304095,False,False,False,False,False,True,True,True,True,-0.04568080426728677,0.9176172422663122,0.0002601120203303368,1.0,16.367824812256128,57.784080852774665,15480.68399898904,0.9176172422663122,0.0347305698836672,0.04765218785001945,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00045,46,618029,618028,1,618029,positive,negative,False,True,True,12.3342906609052,-13.01094059590514,0.0731760324597099,0.0748436752518515,0.0,0.0016676427921415,False,False,False,True,False,True,False,True,True,0.01568952340627381,0.9777183203987522,1.6180470495721075e-06,1.0,13.3342906609052,1.0,177.80330742950363,0.9777183203987522,0.0,0.02228167960124654,h=1,100K<=p<1M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00046,47,12807413,12805898,1515,12807413,negative,negative,False,True,True,-205.7621329185172,-997.9957473512264,0.0957330676536776,0.1184377830877646,0.006714545286013,0.0159901701480738,False,False,False,False,False,True,True,True,True,-0.05749561793592466,0.8082983753819304,0.00011829086795280202,1.0,16.365534701877635,38.92300091205713,10424.775595424973,0.8082983753819304,0.05669259514117549,0.13500902947689242,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00047,48,3440630,3439819,811,3440807,positive,negative,False,True,True,46.90968440981942,-691.6775565305757,0.1072136412049886,0.1225172337511368,0.0089098695882727,0.0063937229578754,False,False,False,True,False,True,False,True,True,0.025289040657741943,0.875090286667477,0.00023571264564919796,1.0000514440669297,15.051216594860197,28.478061731796284,6451.395072088945,0.875090286667477,0.07272339829652764,0.052186315035994475,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00048,49,33902159,33888759,13400,33902159,negative,negative,False,True,True,-291.8733586694325,-10356.155825807087,0.2975764937115444,0.3075518627750951,0.0049814047227133,0.0049939643408373,False,False,False,False,False,True,True,True,True,-0.050128046165808786,0.9675652458302766,0.00039525506325423107,1.0,17.33898925763836,115.75836902790225,34801.659555293445,0.9675652458302766,0.016196958385376697,0.01623779578434633,8193<=h<=65536,1M<=p<100M,8193<=h<=65536,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00049,50,3457967,3457512,455,3457967,negative,negative,False,True,True,-93.6529697629686,-267.71927672099514,0.055366069112823,0.0793601948576568,0.006278619086263,0.0177155066585706,False,False,False,False,False,True,True,True,True,-0.05036294657147244,0.6976554078795988,0.00013158020304994235,1.0,15.056191402091347,21.330729007701542,4835.439485065229,0.6976554078795988,0.07911546963215689,0.2232291224882417,257<=h<=1024,1M<=p<100M,257<=h<=1024,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00050,51,12842173,12840082,2091,12842173,negative,negative,False,True,True,-192.29332879440085,-1468.9981860940732,0.1199057486653474,0.1392439305539144,0.0050051051752984,0.0143330767132684,False,False,False,False,False,True,True,True,True,-0.053659294643248985,0.8611201090658714,0.00016282291166767494,1.0,16.36824507866729,45.727453460694704,12251.274041864273,0.8611201090658714,0.03594487138784447,0.10293501954628262,1025<=h<=8192,1M<=p<100M,1025<=h<=8192,False,False,False,False,True,False,consistent,finite_negative_repaid,,True,pass
hexc_00051,52,1512479,1512478,1,1512479,positive,negative,False,True,True,13.229260584493224,-13.905910519493318,0.0686807082255686,0.0713499660129912,0.0,0.0026692577874225,False,False,False,True,False,True,False,True,True,0.010756993207446433,0.9625892213188076,6.61166204621684e-07,1.0,14.229260584493225,1.0,202.4718567814125,0.9625892213188076,0.0,0.037410778681190804,h=1,1M<=p<100M,h=1,True,True,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
hexc_00052,53,356173,356170,3,356243,positive,negative,False,True,True,22.56633807844032,-24.919637948399497,0.0880421204440856,0.0917954514179663,0.0146736966602346,-0.0109203656863539,False,False,False,True,False,True,False,True,True,0.03780836705239411,0.9591120157273273,8.42287315433792e-06,1.0001965337069345,12.783368361249144,1.7320508075688772,283.0422282278585,0.9591120157273273,0.15985211068271568,-0.11896412641004296,2<=h<=4,100K<=p<1M,2<=h<=4,True,False,True,False,False,True,positive_harmless_inconsistent,sign_inconsistent_positive_harmless,,True,pass
