candidate_id,block_id,x,y,h,p_star,post_P0_flag,sample_count,sample_count_over_h,sample_offsets_min,sample_offsets_max,sample_offset_gaps_max,sample_offset_gaps_mean,sample_offset_gaps_median,endpoint_left_sampled,endpoint_right_sampled,lambda_event_count,prime_event_count,prime_power_event_count,lambda_weight_sum,lambda_weight_max,lambda_weight_sq_sum,event_offsets_min,event_offsets_max,event_gap_max,event_gap_mean,K_prime_sampled,E_prime_sampled,B_prime_sampled_abs_max,B_prime_sampled_RMS,sampled_peak_offset,sampled_peak_position_fraction,nearest_sample_distance_to_event_max,nearest_sample_distance_to_event_mean,nearest_event_distance_to_sample_max,nearest_event_distance_to_sample_mean,event_to_sample_alignment_score,optional_K_prime_full,optional_E_prime_full,optional_B_prime_full_abs_max,optional_full_peak_offset,optional_full_peak_position_fraction,optional_full_to_sampled_energy_ratio,optional_full_to_sampled_absmax_ratio,sampled_target_failure_flag,full_grid_target_failure_flag,samples_on_event_count,samples_after_event_count,samples_between_events_count,samples_in_large_gap_count,K_prime,E_prime,C_prime,lambda_event_count_profile,prime_event_count_profile,prime_power_event_count_profile,lambda_event_weight_sum,lambda_event_weight_max,lambda_event_weight_sq_sum,max_lambda_gap,B_prime_effective_support_frac,Q_exc,Q_R2Q,Q_delta_D,threshold_relevant_flag,forbidden_flag,finite_zone_flag,positive_harmless_flag,negative_transfer_flag,row_status,K_prime_profile_delta
hexc_00013,14,1195669,1195386,205,1195669,False,32,0.15609756097560976,0,205,31,6.612903225806452,3.0,True,True,16,16,0,223.90523282037472,13.994149508948125,3133.3470803107293,1,203,42,13.466666666666667,34.13933734207035,6998.564155124421,35.70230736652485,14.788682491947622,148,0.7219512195121951,13.0,5.125,17.0,6.34375,0.7243388614970865,354.60178243066593,72693.36539828652,44.44007254975898,156,0.7609756097560976,10.386897053027612,1.2447395092292222,False,False,2,30,30,20,34.13933734207035,6998.564155124421,5.84288775710011,16,16,0,223.9052328203747,13.994149508948125,3133.3470803107293,42,0.171579896144933,0.0127144572989962,0.0899443884131837,0.0648220454203745,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00014,15,43133,43132,1,43133,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,10.672043644375696,10.672043644375696,113.8925155474597,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,10.672043644375696,10.672043644375696,113.8925155474597,1,0.0,0.0,0.0943896668138165,0.0908636843222885,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00015,16,58309,58308,1,58309,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,10.973511734352114,10.973511734352114,120.41795978396352,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,10.973511734352114,10.973511734352114,120.41795978396352,1,0.0,0.0,0.0939517191622745,0.0884432993920433,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00016,17,59333,59332,1,59333,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,10.990920922612803,10.990920922612803,120.80034272712787,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,10.990920922612805,10.990920922612805,120.80034272712788,1,0.0,2.3527838405727803e-16,0.0929815072257821,0.0883074552338765,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00017,18,3241093,3239129,1964,3241093,False,39,0.01985743380855397,0,1964,383,51.68421052631579,8.5,True,True,120,120,0,1798.9329586309354,14.991421176559264,26967.998250459194,12,1964,110,16.403361344537814,10.994680462888994,21593.552429113985,80.96581448573306,23.530423530309506,1581,0.804989816700611,182.0,50.483333333333334,18.0,5.871794871794871,0.24524102175383342,1778.6898789572522,3493346.9222720433,103.71302634020708,1638,0.8340122199592668,161.77731448958167,1.2809483483734025,False,False,1,27,38,12,10.994680462888994,21593.552429113985,3.315822742983858,120,120,0,1798.9329586309354,14.991421176559264,26967.998250459197,110,0.0844609788468291,0.0081749848918229,0.159654089699117,0.1401120285534746,False,False,True,False,True,primitive_full_verified,0.0
hexc_00018,19,1515197,1513853,1344,1515197,False,37,0.027529761904761904,0,1344,250,37.333333333333336,8.5,True,True,90,90,0,1280.7534468789759,14.231056021475348,18225.88213538116,6,1344,42,15.03370786516854,13.194484781289816,17733.387546053513,76.86302337523387,21.8924814602624,890,0.6622023809523809,108.0,31.988888888888887,13.0,4.324324324324325,0.3197124128171703,1554.621657068039,2089411.5070994445,92.74633103876852,948,0.7053571428571429,117.82359696776794,1.2066443260499227,False,False,3,30,34,6,13.194484781289816,17733.387546053513,3.632421338623841,90,90,0,1280.753446878976,14.231056021475348,18225.88213538116,42,0.0811250644202075,0.0103425912084517,0.1510851987794436,0.1353288100910507,False,False,True,False,True,primitive_full_verified,0.0
hexc_00019,20,58511,58510,1,58511,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,10.97697004973177,10.97697004973177,120.4938714727083,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,10.97697004973177,10.97697004973177,120.4938714727083,1,0.0,0.0,0.0923670994574258,0.0884162808823417,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00020,21,30847123,30831334,15789,30847123,False,40,0.0025334093356134016,0,15789,3811,404.84615384615387,19.0,True,True,891,891,0,15364.668390692621,17.24455404626836,264952.9009793016,3,15789,102,17.737078651685394,6.28187190744635,99184.47554667042,225.19186513665954,49.79570150792898,11978,0.7586294255494331,1904.0,531.8900112233446,27.0,6.0,0.03227111432174552,18142.37311260896,286449929.0749828,373.7106759415037,12357,0.7826334790043701,2888.0520615365476,1.6595212074588677,False,False,3,36,37,5,6.28187190744635,99184.47554667042,2.5063662755962763,891,891,0,15364.668390692605,17.24455404626836,264952.9009793016,102,0.0488965608548447,0.0060303868534807,0.338124053326903,0.3244066291128366,False,False,True,False,True,primitive_full_verified,0.0
hexc_00021,22,60209,60208,1,60209,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,11.005577121783782,11.005577121783782,121.12272778353059,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,11.005577121783782,11.005577121783782,121.1227277835306,1,0.0,0.0,0.0940510554686493,0.0881934154907322,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00022,23,354619,354550,3,354619,False,4,1.3333333333333333,0,3,1,1.0,1.0,True,True,2,2,0,25.557220599331153,12.778613120126327,326.58576238145423,1,3,2,2.0,12.095768977095608,36.28730693128682,4.25953958701594,3.0119473323452564,2,0.6666666666666666,0.0,0.0,1.0,0.5,1.0,12.095768977095608,36.28730693128682,4.25953958701594,2,0.6666666666666666,1.0,1.0,False,False,2,2,2,2,12.095768977095608,36.28730693128682,3.477897206229018,2,2,0,25.557220599331156,12.778613120126328,326.58576238145423,2,0.4999993378488864,0.0146788192753852,0.0920232096308952,0.088072855820278,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00023,24,180619079,180557417,61662,180619079,False,41,0.000664915182770588,0,61662,16667,1541.55,29.0,True,True,3182,3182,0,60495.3266136878,19.011900835670836,1150120.8492122318,60,61662,130,19.365608299276957,14.887526869901857,917994.6818518883,459.04068909525085,149.6332656581065,17482,0.28351334695598585,8332.0,2415.9893148962915,60.0,22.75609756097561,0.007951862833145583,47326.17452119338,2918226573.325826,513.2415252825122,18293,0.29666569362005774,3178.9144654289626,1.1180741434797181,False,False,4,24,37,8,14.887526869901857,917994.6818518884,3.858435806113905,3182,3182,0,60495.326613687816,19.01190083567084,1150120.8492122318,130,0.1062561174214192,0.0051149881925594,0.5459231094474968,0.5329138719787416,False,False,True,False,True,primitive_full_verified,0.0
hexc_00024,25,109813367,109790208,23159,109813367,False,41,0.001770370050520316,0,23159,5780,578.975,19.5,True,True,1212,1212,0,22439.19357068757,18.514292819156463,415443.40602984704,13,23159,118,19.113129644921553,8.632103006924334,199910.87353736063,238.07579744871327,69.82746568740605,9786,0.4225571052290686,2866.0,799.473597359736,18.0,6.780487804878049,0.023348936666563864,27452.176913513507,635764965.1400594,346.88814752635517,19801,0.8550023748866531,3180.2420443190326,1.4570491887193298,False,False,3,30,38,7,8.632103006924334,199910.87353736063,2.93804407845157,1212,1212,0,22439.193570687552,18.514292819156463,415443.40602984704,118,0.086024481718146,0.0045682420338709,0.3557665519303423,0.3389837450779626,False,False,True,False,True,primitive_full_verified,0.0
hexc_00025,26,230647,230560,3,230647,False,4,1.3333333333333333,0,3,1,1.0,1.0,True,True,2,2,0,24.69655017143579,12.348279422946058,304.95979518516015,1,3,2,2.0,11.294807229091154,33.88442168727346,4.116096032467462,2.9105163496909556,2,0.6666666666666666,0.0,0.0,1.0,0.5,1.0,11.294807229091154,33.88442168727346,4.116096032467462,2,0.6666666666666666,1.0,1.0,False,False,2,2,2,2,11.294807229091154,33.88442168727346,3.3607747959497605,2,2,0,24.69655017143579,12.348279422946058,304.95979518516015,2,0.499998946277356,0.0151761792087925,0.0944180902326222,0.0910569767225814,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00026,27,1192781,1192323,458,1192781,False,35,0.07641921397379912,0,458,74,13.470588235294118,4.5,True,True,30,30,0,419.7475054537239,13.991798113399025,5872.9322782207055,4,458,48,15.655172413793103,50.66738569136996,23205.66264664744,50.343893728046396,25.74915402030435,113,0.24672489082969432,28.0,7.8,10.0,2.942857142857143,0.6674507497794766,861.3782100994046,394511.2202255273,58.59220715399293,104,0.22707423580786026,17.000644464790707,1.1638394016661335,False,False,5,30,30,2,50.66738569136996,23205.66264664744,7.118102674966831,30,30,0,419.7475054537239,13.991798113399025,5872.9322782207055,48,0.2615967391149803,0.0120403626533005,0.0967472985369818,0.0776974809855303,False,False,True,False,True,primitive_full_verified,0.0
hexc_00027,28,109670797,109660803,9994,109670797,False,40,0.0040024014408645186,0,9994,2312,256.2564102564103,14.0,True,True,502,502,0,9293.499620888608,18.5129936819663,172050.0701267297,4,9994,120,19.940119760479043,17.104383267421262,170941.2063746081,335.6747788384673,65.37224303452653,7682,0.7686611967180308,1148.0,322.6075697211155,14.0,5.85,0.058211222474324836,20822.05034498363,208095571.14776638,379.54369450418017,7814,0.7818691214728837,1217.3517173602752,1.1306887452715753,False,False,3,35,37,3,17.104383267421262,170941.2063746081,4.135744584403304,502,502,0,9293.499620888617,18.5129936819663,172050.0701267297,120,0.0379270749874561,0.0098010101179576,0.2345732370876761,0.2113316628996534,False,False,True,False,True,primitive_full_verified,0.0
hexc_00028,29,3456977,3455716,1261,3456977,False,37,0.029341792228390166,0,1261,233,35.02777777777778,6.5,True,True,80,80,0,1204.4570749115694,15.055905065714143,18133.96056721775,3,1261,48,15.924050632911392,21.239147477501664,26782.5649691296,62.23703931997039,26.904518343091983,455,0.36082474226804123,114.0,28.725,14.0,3.945945945945946,0.3566492547363049,1236.5688868146503,1559313.366273274,77.74649600320873,423,0.3354480570975416,58.22121100315022,1.2491997828415613,False,False,2,33,35,8,21.239147477501664,26782.5649691296,4.608594956980019,80,80,0,1204.4570749115696,15.055905065714144,18133.96056721775,48,0.1868755972885259,0.0077614986724626,0.1341559286414388,0.1174356488415478,False,False,True,False,True,primitive_full_verified,0.0
hexc_00029,30,4994789,4991760,3029,4994789,False,37,0.012215252558600198,0,3029,620,84.13888888888889,11.5,True,True,189,189,0,2915.059459257624,15.42390572693032,44960.69657182133,11,3029,80,16.0531914893617,6.757606773120383,20468.79091578164,74.78327869404188,23.520428680009122,964,0.31825685044569163,308.0,86.85185185185185,17.0,6.297297297297297,0.1560000459465565,2075.3411580947795,6286208.367869087,112.48216613884051,2239,0.7391878507758336,307.1118559827761,1.504108513335377,False,False,1,28,36,5,6.757606773120383,20468.79091578164,2.599539723320339,189,189,0,2915.059459257623,15.42390572693032,44960.69657182133,80,0.0989193974011077,0.0057126820734734,0.1879865387221068,0.1751074858509674,False,False,True,False,True,primitive_full_verified,0.0
hexc_00030,31,7108243,7105465,2778,7108243,False,38,0.013678905687544997,0,2778,563,75.08108108108108,10.0,True,True,171,171,0,2697.7929008970304,15.77676565450406,42561.909570034455,12,2778,66,16.270588235294117,9.362748946239611,26009.71657265364,89.21994469919719,26.162305433507736,2215,0.7973362131029518,276.0,74.39181286549707,21.0,5.2368421052631575,0.1794634604614738,2266.1853792782854,6295462.983635077,110.32956467024633,2242,0.8070554355651548,242.04273683835774,1.2366020293132853,False,False,5,28,33,7,9.362748946239613,26009.71657265364,3.0598609357680964,171,171,0,2697.7929008970304,15.77676565450406,42561.909570034455,66,0.0859860746982131,0.0068229245505902,0.1766899326140388,0.1621275115134674,False,False,True,False,True,primitive_full_verified,-1.7763568394002505e-15
hexc_00031,32,3293113,3292080,1033,3293113,False,37,0.03581800580832527,0,1033,186,28.694444444444443,6.5,True,True,61,61,0,915.4381506666256,15.007343875983839,13738.147667607895,7,1033,56,17.1,10.433514785246915,10777.820773160063,44.4094741164555,17.06729191549293,695,0.6727976766698935,92.0,26.59016393442623,14.0,5.135135135135135,0.39139244306029797,702.8129478372003,726005.7751158279,55.755858139562974,733,0.7095837366892546,67.36109185669476,1.2554946720007023,False,False,3,29,34,4,10.433514785246915,10777.820773160063,3.2300951665929154,61,61,0,915.4381506666258,15.00734387598384,13738.147667607896,56,0.1476991419910834,0.0061349229944132,0.1154116378424172,0.0971366049932867,False,False,True,False,True,primitive_full_verified,0.0
hexc_00032,33,1197697,1197615,4,1197697,False,5,1.25,0,4,1,1.0,1.0,True,True,2,2,0,27.991690284068753,13.995845977025168,391.76736247961594,2,4,2,2.0,24.4854630765767,97.9418523063068,6.997923406007978,4.42587510683044,3,0.75,0.0,0.0,2.0,0.8,1.0,24.4854630765767,97.9418523063068,6.997923406007978,3,0.75,1.0,1.0,False,False,2,2,3,2,24.4854630765767,97.9418523063068,4.948278799398504,2,2,0,27.991690284068756,13.995845977025168,391.767362479616,2,0.3999999522720875,0.0177247165152088,0.0726584885625681,0.069431568892584,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00033,34,127,126,1,127,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,4.844187086458591,4.844187086458591,23.466148528612173,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,4.844187086458591,4.844187086458591,23.466148528612173,1,0.0,0.0,0.2157084836048593,0.1926535586334653,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00034,35,354953,354952,1,354953,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,12.779740665326448,12.779740665326448,163.3217714729985,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,12.779740665326448,12.779740665326448,163.3217714729985,1,0.0,0.0,0.080127585396028,0.0762690147674882,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00035,36,39707851,39704004,3847,39707851,False,39,0.010137769690668054,0,3847,808,101.23684210526316,10.5,True,True,194,194,0,3394.4196601234057,17.497059484292244,59392.18984051365,13,3847,72,19.865284974093264,24.37384681290929,93766.18868926204,209.44814034836236,49.033266752712045,2400,0.6238627501949571,380.0,108.50515463917526,27.0,7.923076923076923,0.15474968407010084,12814.344762733343,49296784.30223517,264.92266930376104,2119,0.5508188198596309,525.7415811748842,1.2648604511987134,False,False,4,28,35,11,24.37384681290929,93766.18868926204,4.93698762535509,194,194,0,3394.4196601234044,17.497059484292244,59392.18984051365,72,0.0548060672407955,0.0110407093348006,0.1623741874086595,0.1371454844597804,False,False,True,False,True,primitive_full_verified,0.0
hexc_00036,37,1657,1656,1,1657,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,7.4127640174265625,7.4127640174265625,54.94907037805399,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,7.412764017426562,7.412764017426562,54.94907037805399,1,0.0,6.465466393439502e-17,0.1389495863976313,0.129017905192041,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
hexc_00037,38,156007,155920,1,156007,False,2,2.0,0,1,1,1.0,1.0,True,True,1,1,0,11.957104747706284,11.957104747706284,142.97235394762015,1,1,1,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0,inf,inf,False,False,1,0,1,0,0.0,0.0,0.0,1,1,0,11.957104747706284,11.957104747706284,142.97235394762015,1,0.0,0.0,0.0868104441327406,0.081363154764434,False,False,True,True,False,sign_inconsistent_positive_harmless,0.0
